NAME,county,state,Total_Pop_2009,Total_Pop_2011,Total_Pop_2013,Total_Pop_2015,Total_Pop_2016,Total_Pop_2021,Total_Pop_25_to_29_2009,Total_Pop_25_to_29_2011,Total_Pop_25_to_29_2013,Total_Pop_25_to_29_2015,Total_Pop_25_to_29_2016,Total_Pop_25_to_29_2021,2009-2021 Total_Pop Change,2009-2021 Total_Pop % Change,2009-2021 Total_Pop Change Rank,2009-2021 Total_Pop Change Percentile,2009-2021 Total_Pop % Change Rank,2009-2021 Total_Pop % Change Percentile,2011-2021 Total_Pop Change,2011-2021 Total_Pop % Change,2011-2021 Total_Pop Change Rank,2011-2021 Total_Pop Change Percentile,2011-2021 Total_Pop % Change Rank,2011-2021 Total_Pop % Change Percentile,2013-2021 Total_Pop Change,2013-2021 Total_Pop % Change,2013-2021 Total_Pop Change Rank,2013-2021 Total_Pop Change Percentile,2013-2021 Total_Pop % Change Rank,2013-2021 Total_Pop % Change Percentile,2015-2021 Total_Pop Change,2015-2021 Total_Pop % Change,2015-2021 Total_Pop Change Rank,2015-2021 Total_Pop Change Percentile,2015-2021 Total_Pop % Change Rank,2015-2021 Total_Pop % Change Percentile,2016-2021 Total_Pop Change,2016-2021 Total_Pop % Change,2016-2021 Total_Pop Change Rank,2016-2021 Total_Pop Change Percentile,2016-2021 Total_Pop % Change Rank,2016-2021 Total_Pop % Change Percentile,2009-2021 Total_Pop_25_to_29 Change,2009-2021 Total_Pop_25_to_29 % Change,2009-2021 Total_Pop_25_to_29 Change Rank,2009-2021 Total_Pop_25_to_29 Change Percentile,2009-2021 Total_Pop_25_to_29 % Change Rank,2009-2021 Total_Pop_25_to_29 % Change Percentile,2011-2021 Total_Pop_25_to_29 Change,2011-2021 Total_Pop_25_to_29 % Change,2011-2021 Total_Pop_25_to_29 Change Rank,2011-2021 Total_Pop_25_to_29 Change Percentile,2011-2021 Total_Pop_25_to_29 % Change Rank,2011-2021 Total_Pop_25_to_29 % Change Percentile,2013-2021 Total_Pop_25_to_29 Change,2013-2021 Total_Pop_25_to_29 % Change,2013-2021 Total_Pop_25_to_29 Change Rank,2013-2021 Total_Pop_25_to_29 Change Percentile,2013-2021 Total_Pop_25_to_29 % Change Rank,2013-2021 Total_Pop_25_to_29 % Change Percentile,2015-2021 Total_Pop_25_to_29 Change,2015-2021 Total_Pop_25_to_29 % Change,2015-2021 Total_Pop_25_to_29 Change Rank,2015-2021 Total_Pop_25_to_29 Change Percentile,2015-2021 Total_Pop_25_to_29 % Change Rank,2015-2021 Total_Pop_25_to_29 % Change Percentile,2016-2021 Total_Pop_25_to_29 Change,2016-2021 Total_Pop_25_to_29 % Change,2016-2021 Total_Pop_25_to_29 Change Rank,2016-2021 Total_Pop_25_to_29 Change Percentile,2016-2021 Total_Pop_25_to_29 % Change Rank,2016-2021 Total_Pop_25_to_29 % Change Percentile
"Coos County, New Hampshire",007,33,32217.0,33224.0,32520.0,31870.0,32219.0,31360.0,1303.0,1534.0,1537.0,1523.0,1757.0,1748.0,-857.0,-2.6600862898469746,2586.0,17.570153061224488,2202.0,29.815051020408163,-1864.0,-5.610402118950153,2851.0,9.148868345553076,2510.0,20.019126554032514,-1160.0,-3.5670356703566997,2671.0,14.91395793499044,2226.0,29.094964945825367,-510.0,-1.6002510197678066,2353.0,25.119388729703918,1935.0,38.427252467367076,-859.0,-2.6661286818337016,2665.0,15.18624641833811,2257.0,28.17574021012416,445.0,34.151957022256326,659.0,79.01785714285714,508.0,83.8329081632653,214.0,13.95045632333769,919.0,70.73637233025183,780.0,75.1673573477845,211.0,13.728041639557587,896.0,71.47864882090504,737.0,76.54557042702358,225.0,14.773473407747861,836.0,73.41610951926138,593.0,81.15249920407514,-9.0,-0.5122367672168449,2078.0,33.87456224132442,2038.0,35.148042024832854
"Coos County, Oregon",011,41,63230.0,63108.0,62753.0,62775.0,62944.0,64619.0,3250.0,3191.0,3123.0,3215.0,3326.0,3260.0,1389.0,2.196742052823031,1070.0,65.91198979591837,1467.0,53.25255102040817,1511.0,2.3943081701210733,918.0,70.76824992030602,1165.0,62.894485176920625,1866.0,2.9735630169075655,783.0,75.07966857871256,990.0,68.48311026131294,1844.0,2.9374751095181173,745.0,76.31327602674307,896.0,71.50588984399873,1675.0,2.6610955770208333,733.0,76.6953199617956,922.0,70.67812798471824,10.0,0.3076923076922977,1879.0,40.11479591836735,1940.0,38.169642857142854,69.0,2.1623315575054924,1423.0,54.67006694293911,1749.0,44.27797258527255,137.0,4.386807556836381,1106.0,64.78648820905035,1539.0,50.98789037603569,45.0,1.3996889580093264,1607.0,48.869786692136266,1894.0,39.73256924546323,-66.0,-1.98436560432953,2514.0,19.99363260108246,2201.0,29.958611907035976
"Coosa County, Alabama",037,01,10777.0,11303.0,11198.0,11027.0,10864.0,10442.0,555.0,576.0,557.0,485.0,420.0,720.0,-335.0,-3.1084717453836896,2206.0,29.6875,2266.0,27.774234693877553,-861.0,-7.617446695567553,2473.0,21.198597386037616,2734.0,12.87854638189353,-756.0,-6.751205572423647,2450.0,21.95666029318037,2717.0,13.448056086679413,-585.0,-5.305160061666814,2420.0,22.986310092327283,2647.0,15.759312320916905,-422.0,-3.8843888070692167,2329.0,25.88347659980898,2501.0,20.4075135307227,165.0,29.729729729729737,1104.0,64.82780612244898,575.0,81.69642857142857,144.0,25.0,1078.0,65.66783551163532,348.0,88.93847625119541,163.0,29.26391382405744,1024.0,67.39961759082217,195.0,93.81771829190568,235.0,48.453608247422686,820.0,73.92550143266476,81.0,97.45304043298313,300.0,71.42857142857142,617.0,80.38841133397008,41.0,98.72652021649156
"Copiah County, Mississippi",029,28,29150.0,29459.0,29204.0,28921.0,28780.0,28453.0,2043.0,1829.0,1706.0,1642.0,1664.0,1456.0,-697.0,-2.391080617495711,2499.0,20.34438775510204,2162.0,31.090561224489793,-1006.0,-3.414915645473371,2559.0,18.457124641377114,2131.0,32.10073318457125,-751.0,-2.5715655389672687,2446.0,22.084130019120458,2042.0,34.95857233906947,-468.0,-1.6182013070087486,2316.0,26.297357529449222,1941.0,38.236230499840815,-327.0,-1.136205698401671,2209.0,29.703915950334288,1897.0,39.6370582617001,-587.0,-28.73225648556045,3012.0,3.985969387755102,2995.0,4.528061224489796,-373.0,-20.39365773646802,3038.0,3.1877590054191907,2931.0,6.598661141217724,-250.0,-14.654161781946073,2963.0,5.608667941363926,2842.0,9.464627151051626,-186.0,-11.327649208282587,2883.0,8.245781598217128,2783.0,11.429481056988221,-208.0,-12.5,2896.0,7.831900668576887,2808.0,10.633556192295448
"Copper River Census Area, Alaska",066,02,,,,,,2635.0,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corson County, South Dakota",031,46,4146.0,4049.0,4078.0,4149.0,4170.0,3965.0,261.0,267.0,276.0,263.0,261.0,247.0,-181.0,-4.365653642064638,2026.0,35.42729591836735,2442.0,22.16198979591837,-84.0,-2.074586317609284,1635.0,47.91201785145043,1906.0,39.27319094676442,-113.0,-2.7709661598822932,1672.0,46.749521988527725,2087.0,33.52453792224347,-184.0,-4.434803567124613,1868.0,40.56033110474371,2518.0,19.866284622731616,-205.0,-4.916067146282977,2014.0,35.91212989493792,2655.0,15.504616364215218,-14.0,-5.363984674329503,2041.0,34.94897959183674,2269.0,27.67857142857143,-20.0,-7.490636704119846,2166.0,30.98501753267453,2518.0,19.76410583359898,-29.0,-10.507246376811597,2276.0,27.501593371574252,2726.0,13.161249203314213,-16.0,-6.083650190114065,2208.0,29.735752944922,2536.0,19.29321872015282,-14.0,-5.363984674329503,2135.0,32.05985354982489,2475.0,21.23527539000318
"Cortland County, New York",023,36,48207.0,49441.0,49271.0,49043.0,48713.0,46984.0,2112.0,2644.0,2642.0,2783.0,2819.0,2749.0,-1223.0,-2.536975957848442,2720.0,13.29719387755102,2185.0,30.357142857142854,-2457.0,-4.969559677190993,2940.0,6.3117628307299976,2396.0,23.653171820210392,-2287.0,-4.641675630695541,2946.0,6.150414276609306,2430.0,22.594008922880814,-2059.0,-4.198356544257075,2960.0,5.794333014963388,2482.0,21.012416427889207,-1729.0,-3.5493605403075112,2934.0,6.622094874243871,2452.0,21.967526265520533,637.0,30.16098484848484,562.0,82.1109693877551,567.0,81.9515306122449,105.0,3.9712556732223847,1198.0,61.8425247051323,1585.0,49.50589735416003,107.0,4.0499621498864435,1216.0,61.281070745697896,1575.0,49.840662842574886,-34.0,-1.221703197987778,2372.0,24.514485832537407,2169.0,30.977395733842727,-70.0,-2.483150053210359,2545.0,19.00668576886342,2262.0,28.01655523718561
"Coryell County, Texas",099,48,72617.0,74948.0,75966.0,76128.0,75710.0,81692.0,6741.0,7096.0,7492.0,7668.0,7430.0,7489.0,9075.0,12.497073687979409,515.0,83.60969387755102,516.0,83.57780612244898,6744.0,8.998238778886702,518.0,83.51928594198279,514.0,83.64679630219956,5726.0,7.537582602743331,508.0,83.8432122370937,470.0,85.05417463352454,5564.0,7.308743169398912,453.0,85.60967844635466,366.0,88.37949697548552,5982.0,7.901201954827641,413.0,86.8831582298631,251.0,92.04075135307227,748.0,11.096276516837268,518.0,83.5140306122449,1254.0,60.04464285714286,393.0,5.538331454340484,658.0,79.05642333439592,1436.0,54.25565827223462,-3.0,-0.04004271222637357,2028.0,35.404716379859785,2003.0,36.20140216698534,-179.0,-2.3343766301512803,2876.0,8.468640560331105,2256.0,28.207577204711875,59.0,0.7940780619111631,1440.0,54.18656478828399,1897.0,39.6370582617001
"Coshocton County, Ohio",031,39,36215.0,36974.0,36862.0,36724.0,36665.0,36621.0,2117.0,2150.0,2053.0,2060.0,2067.0,2248.0,406.0,1.1210824244097806,1436.0,54.24107142857143,1630.0,48.05484693877551,-353.0,-0.9547249418510262,2025.0,35.47975773031558,1706.0,45.64870895760281,-241.0,-0.6537898106451112,1890.0,39.80242192479287,1634.0,47.960484384958576,-103.0,-0.28047053697853874,1717.0,45.36771728748806,1585.0,49.570200573065904,-44.0,-0.12000545479340374,1653.0,47.40528494110156,1610.0,48.774275708373125,131.0,6.188001889466221,1217.0,61.224489795918366,1553.0,50.51020408163265,98.0,4.558139534883732,1236.0,60.631176283072996,1530.0,51.25916480714058,195.0,9.498295177788595,937.0,70.17208413001912,1037.0,66.9853409815169,188.0,9.126213592233,916.0,70.8691499522445,1048.0,66.66666666666666,181.0,8.756652152878575,860.0,72.65202164915632,970.0,69.14995224450811
"Costilla County, Colorado",023,08,3282.0,3556.0,3552.0,3581.0,3590.0,3517.0,108.0,106.0,69.0,91.0,153.0,146.0,235.0,7.160268129189529,1562.0,50.22321428571429,890.0,71.65178571428571,-39.0,-1.0967379077615247,1579.0,49.697162894485174,1729.0,44.915524386356395,-35.0,-0.9853603603603656,1554.0,50.50987890376035,1714.0,45.41108986615679,-64.0,-1.7872102764590947,1649.0,47.5326329194524,1977.0,37.09009869468322,-73.0,-2.0334261838440115,1716.0,45.39955428207577,2106.0,32.98312639286851,38.0,35.18518518518518,1704.0,45.69515306122449,490.0,84.40688775510205,40.0,37.73584905660377,1617.0,48.485814472425886,159.0,94.96334077143767,77.0,111.59420289855073,1372.0,56.30975143403442,25.0,99.23518164435946,55.0,60.439560439560445,1528.0,51.38490926456542,57.0,98.21712830308819,-7.0,-4.575163398692805,2058.0,34.51130213307864,2427.0,22.76345113021331
"Cottle County, Texas",101,48,1696.0,1693.0,1546.0,1510.0,1560.0,1560.0,26.0,48.0,46.0,71.0,79.0,117.0,-136.0,-8.018867924528305,1963.0,37.43622448979592,2826.0,9.917091836734695,-133.0,-7.85587714116952,1713.0,45.425565827223465,2751.0,12.336627350972266,14.0,0.9055627425614388,1497.0,52.32632249840663,1353.0,56.91523263224985,50.0,3.31125827814569,1453.0,53.772683858643745,837.0,73.38427252467366,0.0,0.0,1577.0,49.824896529767585,1577.0,49.824896529767585,91.0,350.0,1394.0,55.58035714285714,9.0,99.74489795918367,69.0,143.75,1423.0,54.67006694293911,15.0,99.55371373924132,71.0,154.34782608695653,1411.0,55.06692160611855,10.0,99.7131931166348,46.0,64.7887323943662,1597.0,49.18815663801337,52.0,98.37631327602674,38.0,48.1012658227848,1617.0,48.55141674625915,77.0,97.58038841133397
"Cotton County, Oklahoma",033,40,6351.0,6199.0,6166.0,6112.0,6062.0,5603.0,380.0,363.0,321.0,262.0,256.0,328.0,-748.0,-11.777672807431905,2525.0,19.51530612244898,2996.0,4.496173469387755,-596.0,-9.614453944184543,2284.0,27.223461906279883,2886.0,8.033152693656358,-563.0,-9.13071683425235,2297.0,26.832377310388782,2910.0,7.297641810070108,-509.0,-8.327879581151832,2351.0,25.18306271887934,2922.0,7.0041388092964025,-459.0,-7.571758495546021,2371.0,24.54632282712512,2911.0,7.354345749761222,-52.0,-13.684210526315788,2225.0,29.081632653061224,2686.0,14.381377551020408,-35.0,-9.641873278236911,2289.0,27.064073956008926,2640.0,15.875039846987567,7.0,2.180685358255441,1917.0,38.942001274697255,1779.0,43.33970681963034,66.0,25.190839694656496,1442.0,54.12289079910857,237.0,92.48646927730022,72.0,28.125,1353.0,56.95638331741484,180.0,94.30117796879975
"Cottonwood County, Minnesota",033,27,11343.0,11695.0,11658.0,11632.0,11557.0,11484.0,415.0,708.0,455.0,528.0,539.0,672.0,141.0,1.2430573922242782,1645.0,47.5765306122449,1611.0,48.660714285714285,-211.0,-1.8041898247114108,1810.0,42.33343959196685,1860.0,40.73956008925725,-174.0,-1.4925373134328401,1771.0,43.59464627151052,1829.0,41.74633524537922,-148.0,-1.2723521320495146,1809.0,42.438713785418656,1851.0,41.1015600127348,-73.0,-0.6316518127541748,1716.0,45.39955428207577,1754.0,44.18974848774276,257.0,61.9277108433735,888.0,71.7155612244898,217.0,93.11224489795919,-36.0,-5.0847457627118615,2297.0,26.80905323557539,2349.0,25.15141855275741,217.0,47.6923076923077,880.0,71.9885277246654,79.0,97.51434034416826,144.0,27.27272727272727,1064.0,66.1572747532633,209.0,93.37790512575613,133.0,24.675324675324674,1032.0,67.17605858007005,222.0,92.96402419611589
"Covington County, Alabama",039,01,36688.0,37736.0,37847.0,37886.0,37729.0,37490.0,2106.0,2066.0,1982.0,2051.0,2098.0,2089.0,802.0,2.1860008722198065,1252.0,60.108418367346935,1469.0,53.18877551020408,-246.0,-0.6518973924104277,1868.0,40.48453936882372,1651.0,47.40197641058336,-357.0,-0.9432715935212777,2067.0,34.161886551943915,1704.0,45.72976418100701,-396.0,-1.045240986116247,2232.0,28.971665074816936,1806.0,42.53422476918179,-239.0,-0.6334649738927611,2071.0,34.097421203438394,1755.0,44.15791149315504,-17.0,-0.8072174738841364,2056.0,34.47066326530612,2001.0,36.224489795918366,23.0,1.1132623426912014,1750.0,44.24609499521836,1854.0,40.9308256295824,107.0,5.398587285570122,1216.0,61.281070745697896,1414.0,54.97131931166348,38.0,1.8527547537786404,1676.0,46.673034065584204,1838.0,41.515440942375044,-9.0,-0.42897998093421874,2078.0,33.87456224132442,2031.0,35.370900986946836
"Covington County, Mississippi",031,28,20315.0,19575.0,19520.0,19471.0,19503.0,18491.0,1469.0,1080.0,1205.0,1186.0,1105.0,1011.0,-1824.0,-8.978587250799897,2880.0,8.19515306122449,2882.0,8.131377551020408,-1084.0,-5.537675606641123,2608.0,16.89512272872171,2503.0,20.24226968441186,-1029.0,-5.271516393442621,2611.0,16.826003824091778,2530.0,19.407265774378583,-980.0,-5.033126187663706,2664.0,15.21808341292582,2612.0,16.873607131486786,-1012.0,-5.188945290468128,2734.0,12.989493791786055,2690.0,14.390321553645336,-458.0,-31.17767188563648,2964.0,5.516581632653061,3021.0,3.6989795918367347,-69.0,-6.388888888888888,2499.0,20.369780044628627,2451.0,21.899904367229837,-194.0,-16.099585062240664,2894.0,7.807520713830465,2874.0,8.444869343530911,-175.0,-14.755480607082628,2869.0,8.691499522445081,2864.0,8.850684495383636,-94.0,-8.506787330316746,2654.0,15.536453358802929,2656.0,15.472779369627506
"Covington city, Virginia",580,51,6171.0,5982.0,5880.0,5736.0,5650.0,5716.0,327.0,142.0,163.0,308.0,279.0,403.0,-455.0,-7.3731972127694,2318.0,26.11607142857143,2778.0,11.447704081632654,-266.0,-4.446673353393516,1892.0,39.71947720752311,2304.0,26.58591010519605,-164.0,-2.7891156462585,1761.0,43.91332058636074,2092.0,33.365200764818354,-20.0,-0.34867503486750717,1565.0,50.206940464820114,1605.0,48.933460681311686,66.0,1.1681415929203576,1472.0,53.16778096147724,1276.0,59.407831900668576,76.0,23.241590214067287,1478.0,52.90178571428571,753.0,76.0204081632653,261.0,183.80281690140845,845.0,73.09531399426203,9.0,99.74497927956646,240.0,147.23926380368098,838.0,73.32695984703633,12.0,99.64945825366476,95.0,30.84415584415585,1281.0,59.24864692773002,168.0,94.68322190385227,124.0,44.44444444444444,1071.0,65.93441579114932,82.0,97.42120343839542
"Coweta County, Georgia",077,13,118531.0,124695.0,129397.0,133416.0,135625.0,144928.0,7896.0,7888.0,7829.0,7831.0,7861.0,8789.0,26397.0,22.27012342762653,276.0,91.23086734693877,183.0,94.19642857142857,20233.0,16.225991419062513,288.0,90.85113165444693,195.0,93.81574752948677,15531.0,12.002596659891651,299.0,90.50350541746334,237.0,92.47928616953473,11512.0,8.628650236853153,310.0,90.16236867239733,276.0,91.24482648837949,9303.0,6.859354838709675,322.0,89.7803247373448,332.0,89.46195479146769,893.0,11.309523809523814,465.0,85.20408163265306,1241.0,60.45918367346938,901.0,11.422413793103448,416.0,86.77080012751036,943.0,69.97131016895123,960.0,12.262102439647471,359.0,88.59145952836201,825.0,73.74123645634162,958.0,12.233431234835912,298.0,90.54441260744986,773.0,75.42184017828717,928.0,11.805113853199334,269.0,91.46768545049348,685.0,78.22349570200574
"Cowley County, Kansas",035,20,34055.0,36237.0,36232.0,36079.0,35977.0,34769.0,1993.0,2001.0,2171.0,2166.0,2156.0,1923.0,714.0,2.096608427543689,1288.0,58.96045918367348,1485.0,52.67857142857143,-1468.0,-4.051107983552726,2745.0,12.527892891297418,2234.0,28.817341408989485,-1463.0,-4.037867078825352,2790.0,11.121733588272784,2313.0,26.322498406628426,-1310.0,-3.630921034396739,2794.0,11.0792741165234,2376.0,24.387137854186562,-1208.0,-3.3577007532590297,2806.0,10.69723018147087,2417.0,23.081821076090417,-70.0,-3.5122930255895635,2312.0,26.307397959183675,2152.0,31.409438775510207,-78.0,-3.8980509745127456,2546.0,18.871533312081606,2282.0,27.28721708638827,-248.0,-11.42330723169046,2959.0,5.736137667304015,2757.0,12.173358827278522,-243.0,-11.218836565096957,2956.0,5.921680993314231,2780.0,11.524992040751354,-233.0,-10.807050092764381,2929.0,6.781279847182425,2757.0,12.257242916268703
"Cowlitz County, Washington",015,53,99874.0,101901.0,102110.0,102338.0,102854.0,109457.0,6250.0,5884.0,5742.0,5650.0,5784.0,6756.0,9583.0,9.595089813164591,503.0,83.99234693877551,689.0,78.06122448979592,7556.0,7.415040087928482,498.0,84.15683774306663,633.0,79.85336308575071,7347.0,7.195181666829886,448.0,85.75525812619503,503.0,84.0025493945188,7119.0,6.956360296273134,402.0,87.23336517032793,391.0,87.58357211079274,6603.0,6.41977949326229,387.0,87.71092008914358,376.0,88.06112702960841,506.0,8.095999999999993,623.0,80.16581632653062,1426.0,54.55994897959183,872.0,14.81985044187628,423.0,86.54765699713101,729.0,76.7931144405483,1014.0,17.659352142110762,339.0,89.22880815806245,507.0,83.8750796685787,1106.0,19.575221238938045,274.0,91.30850047755492,377.0,88.0292900350207,972.0,16.80497925311204,252.0,92.00891435848456,430.0,86.34192932187202
"Craig County, Oklahoma",035,40,15079.0,14989.0,14869.0,14744.0,14683.0,14172.0,860.0,781.0,797.0,813.0,856.0,917.0,-907.0,-6.014987731281918,2607.0,16.90051020408163,2652.0,15.465561224489797,-817.0,-5.450663820134761,2443.0,22.154925087663372,2486.0,20.784188715333123,-697.0,-4.68760508440379,2415.0,23.07202039515615,2438.0,22.339069471000634,-572.0,-3.879544221378184,2409.0,23.336517032792102,2428.0,22.7316141356256,-511.0,-3.4802152148743493,2418.0,23.049984081502707,2437.0,22.4450811843362,57.0,6.62790697674418,1596.0,49.1390306122449,1530.0,51.243622448979586,136.0,17.413572343149795,1094.0,65.15779407076825,612.0,80.52279247688875,120.0,15.056461731493108,1158.0,63.129381771829195,648.0,79.38177182919057,104.0,12.792127921279217,1210.0,61.50907354345749,736.0,76.59980897803247,61.0,7.1261682242990565,1428.0,54.56860872333652,1152.0,63.355619229544736
"Craig County, Virginia",045,51,5055.0,5158.0,5199.0,5212.0,5195.0,4914.0,305.0,264.0,190.0,220.0,271.0,150.0,-141.0,-2.7893175074183985,1970.0,37.213010204081634,2221.0,29.209183673469386,-244.0,-4.730515703761151,1864.0,40.612049729040486,2359.0,24.83264265221549,-285.0,-5.481823427582222,1958.0,37.63543658381134,2571.0,18.10070108349267,-298.0,-5.71757482732157,2095.0,33.33333333333333,2693.0,14.294810569882202,-281.0,-5.409047160731473,2149.0,31.614135625596944,2722.0,13.371537726838586,-155.0,-50.81967213114754,2599.0,17.15561224489796,3101.0,1.1479591836734695,-114.0,-43.18181818181818,2699.0,13.994262033790244,3082.0,1.7851450430347466,-40.0,-21.052631578947366,2370.0,24.506054811982153,2959.0,5.736137667304015,-70.0,-31.818181818181824,2588.0,17.63769500159185,3044.0,3.1200254695956704,-121.0,-44.64944649446494,2731.0,13.085004775549189,3094.0,1.5281757402101241
"Craighead County, Arkansas",031,05,91474.0,95034.0,98398.0,101409.0,102884.0,109875.0,9240.0,7700.0,7737.0,8054.0,8324.0,8718.0,18401.0,20.11609856352625,354.0,88.7436224489796,231.0,92.66581632653062,14841.0,15.616516194204188,351.0,88.84284348103283,212.0,93.2738284985655,11477.0,11.663854956401543,359.0,88.59145952836201,248.0,92.12874442319949,8466.0,8.348371446321323,373.0,88.15663801337153,300.0,90.48073861827444,6991.0,6.795031297383458,378.0,87.99745304043299,336.0,89.33460681311685,-522.0,-5.649350649350648,2988.0,4.751275510204081,2294.0,26.881377551020407,1018.0,13.220779220779221,377.0,88.01402613962385,821.0,73.86037615556263,981.0,12.679333074835197,350.0,88.87826641172721,801.0,74.50605481198215,664.0,8.244350633225729,398.0,87.36071314867877,1145.0,63.578478191658704,394.0,4.733301297453152,506.0,83.92231773320599,1438.0,54.2502387774594
"Crane County, Texas",103,48,3906.0,4246.0,4484.0,4730.0,4823.0,4654.0,128.0,177.0,224.0,290.0,310.0,328.0,748.0,19.150025601638497,1275.0,59.375,256.0,91.8686224489796,408.0,9.609043805934991,1214.0,61.33248326426523,464.0,85.24067580490915,170.0,3.791257805530779,1327.0,57.74378585086042,874.0,72.17973231357553,-76.0,-1.6067653276955585,1667.0,46.959567016873606,1938.0,38.33174148360395,-169.0,-3.5040431266846306,1937.0,38.363578478191656,2444.0,22.22222222222222,200.0,156.25,1013.0,67.7295918367347,38.0,98.82015306122449,151.0,85.31073446327684,1057.0,66.33726490277336,41.0,98.72489639783232,104.0,46.428571428571416,1229.0,60.86679413639261,86.0,97.29126832377311,38.0,13.103448275862073,1676.0,46.673034065584204,714.0,77.30022285896212,18.0,5.8064516129032295,1813.0,42.311365807067816,1295.0,58.80292900350207
"Craven County, North Carolina",049,37,96789.0,101576.0,104041.0,104450.0,104190.0,101405.0,5635.0,6983.0,7547.0,7784.0,7766.0,7158.0,4616.0,4.769136988707401,699.0,77.74234693877551,1147.0,63.45663265306123,-171.0,-0.16834685358746437,1760.0,43.92731909467644,1564.0,50.17532674529805,-2636.0,-2.533616555011964,2983.0,4.97131931166348,2037.0,35.11790949649458,-3045.0,-2.9152704643370053,3046.0,3.0563514804202483,2229.0,29.067176058580067,-2785.0,-2.673001247720508,3048.0,2.9926774912448266,2259.0,28.112066220948744,1523.0,27.027506654835843,348.0,88.93494897959184,650.0,79.30484693877551,175.0,2.50608620936561,997.0,68.24992030602488,1722.0,45.13866751673574,-389.0,-5.154365973234398,3052.0,2.7724665391969405,2416.0,23.04015296367113,-626.0,-8.042137718396713,3082.0,1.9102196752626552,2650.0,15.663801337153775,-608.0,-7.828998197270154,3069.0,2.324100604902897,2624.0,16.491563196434257
"Crawford County, Arkansas",033,05,58740.0,61336.0,61796.0,61748.0,61927.0,60483.0,3654.0,3498.0,3562.0,3715.0,3797.0,3672.0,1743.0,2.9673135852911203,1010.0,67.82525510204081,1367.0,56.441326530612244,-853.0,-1.3907004043302473,2463.0,21.517373286579534,1781.0,43.25788970353841,-1313.0,-2.1247329924266922,2738.0,12.778840025493945,1960.0,37.5717017208413,-1265.0,-2.048649348966769,2784.0,11.39764406240051,2046.0,34.89334606813117,-1444.0,-2.3317777383047744,2869.0,8.691499522445081,2182.0,30.563514804202484,18.0,0.49261083743843415,1815.0,42.15561224489796,1922.0,38.74362244897959,174.0,4.97427101200687,1000.0,68.1542875358623,1487.0,52.62990117947083,110.0,3.0881527231892303,1202.0,61.727214786488204,1671.0,46.78138942001275,-43.0,-1.1574697173620474,2438.0,22.41324418974849,2165.0,31.104743712193567,-125.0,-3.2920726889649754,2741.0,12.76663482967208,2333.0,25.756128621458135
"Crawford County, Georgia",079,13,12511.0,12751.0,12607.0,12539.0,12483.0,12159.0,708.0,633.0,670.0,712.0,870.0,763.0,-352.0,-2.813524098793063,2223.0,29.14540816326531,2227.0,29.017857142857146,-592.0,-4.6427731158340535,2279.0,27.382849856550845,2339.0,25.47019445329933,-448.0,-3.5535813436979424,2185.0,30.401529636711285,2223.0,29.190567240280433,-380.0,-3.0305447005343322,2212.0,29.608404966571158,2261.0,28.048392231773324,-324.0,-2.595529920692141,2206.0,29.799426934097422,2241.0,28.68513212352754,55.0,7.768361581920913,1608.0,48.75637755102041,1463.0,53.380102040816325,130.0,20.53712480252765,1109.0,64.67963021995537,484.0,84.60312400382531,93.0,13.880597014925367,1281.0,59.20968769917144,725.0,76.92797960484386,51.0,7.162921348314599,1554.0,50.557147405284944,1250.0,60.235593759949055,-107.0,-12.298850574712638,2693.0,14.294810569882202,2802.0,10.824578159821712
"Crawford County, Illinois",033,17,19545.0,19850.0,19707.0,19541.0,19441.0,18825.0,1097.0,1097.0,1153.0,1218.0,1244.0,1241.0,-720.0,-3.683806600153494,2509.0,20.02551020408163,2346.0,25.223214285714285,-1025.0,-5.163727959697728,2570.0,18.106471150781,2432.0,22.505578578259485,-882.0,-4.475567057390773,2536.0,19.21606118546845,2394.0,23.741236456341618,-716.0,-3.664090885829796,2520.0,19.802610633556192,2384.0,24.132441897484878,-616.0,-3.168561287999594,2511.0,20.08914358484559,2375.0,24.418974848774276,144.0,13.126709206927977,1169.0,62.755102040816325,1157.0,63.13775510204081,144.0,13.126709206927977,1078.0,65.66783551163532,830.0,73.5734778450749,88.0,7.632263660017347,1308.0,58.34926704907585,1210.0,61.47227533460803,23.0,1.8883415435139606,1805.0,42.566061763769504,1830.0,41.770136899076725,-3.0,-0.2411575562700996,2015.0,35.880292900350206,2014.0,35.91212989493792
