Date,Day,Date/Time,Time,Time Zone,Wind (mph),Vis. (mi.),Weather,Sky Cond.,Temp,Dew Point,Relative Humidity,Wind Chill (Â°F),Heat Index (Â°F),Altimeter (in.),sea level (mb),1-Hour Precip,3-Hour Precip,6-Hour Precip,Data Retrieval Date,Obs_Month,Obs_Year,Hour,Station,Rolling 3-Hour Precip,Rolling 6-Hour Precip,Rolling 12-Hour Precip,Rolling 24-Hour Precip,Windspeed
2024-12-03,3,2024-12-03 08:53,08:53,EST,W  3,10.0,Fair,CLR,30.0,12.9,49.0,,,30.38,1029.3,0.0,0.0,0.0,2024-12-06,12,2024,8,KCHO,0.0,0.0,0.0,0.0,3
2024-12-03,3,2024-12-03 09:53,09:53,EST,Vrbl  5,10.0,Fair,CLR,34.0,12.9,42.0,30.0,,30.39,1029.6,0.0,0.0,0.0,2024-12-06,12,2024,9,KCHO,0.0,0.0,0.0,0.0,5
2024-12-03,3,2024-12-03 11:53,11:53,EST,Vrbl  6,10.0,Fair,CLR,37.9,14.0,37.0,34.0,,30.37,1028.9,0.0,0.0,0.0,2024-12-06,12,2024,11,KCHO,0.0,0.0,0.0,0.0,6
2024-12-03,3,2024-12-03 12:53,12:53,EST,N  7,10.0,Fair,CLR,39.0,12.9,34.0,35.0,,30.35,1028.3,0.0,0.0,0.0,2024-12-06,12,2024,12,KCHO,0.0,0.0,0.0,0.0,7
2024-12-03,3,2024-12-03 13:53,13:53,EST,Vrbl  5,10.0,Fair,CLR,39.9,12.9,33.0,37.0,,30.34,1027.9,0.0,0.0,0.0,2024-12-06,12,2024,13,KCHO,0.0,0.0,0.0,0.0,5
2024-12-03,3,2024-12-03 14:53,14:53,EST,Vrbl  5,10.0,Fair,CLR,39.9,12.9,33.0,37.0,,30.34,1027.7,0.0,0.0,0.0,2024-12-06,12,2024,14,KCHO,0.0,0.0,0.0,0.0,5
2024-12-03,3,2024-12-03 15:53,15:53,EST,NW  6,10.0,Fair,CLR,37.9,12.9,36.0,34.0,,30.35,1028.2,0.0,0.0,0.0,2024-12-06,12,2024,15,KCHO,0.0,0.0,0.0,0.0,6
2024-12-03,3,2024-12-03 16:53,16:53,EST,Calm,10.0,Fair,CLR,36.0,12.9,39.0,,,30.36,1028.5,0.0,0.0,0.0,2024-12-06,12,2024,16,KCHO,0.0,0.0,0.0,0.0,0
2024-12-03,3,2024-12-03 17:53,17:53,EST,N  3,10.0,Fair,CLR,34.0,12.0,40.0,,,30.36,1028.7,0.0,0.0,0.0,2024-12-06,12,2024,17,KCHO,0.0,0.0,0.0,0.0,3
2024-12-03,3,2024-12-03 18:53,18:53,EST,W  3,10.0,Fair,CLR,33.1,12.0,42.0,,,30.37,1029.0,0.0,0.0,0.0,2024-12-06,12,2024,18,KCHO,0.0,0.0,0.0,0.0,3
2024-12-03,3,2024-12-03 19:53,19:53,EST,NW  6,10.0,Fair,CLR,32.0,12.0,43.0,27.0,,30.38,1029.5,0.0,0.0,0.0,2024-12-06,12,2024,19,KCHO,0.0,0.0,0.0,0.0,6
2024-12-03,3,2024-12-03 20:53,20:53,EST,W  5,10.0,Fair,CLR,30.0,12.0,47.0,26.0,,30.4,1029.8,0.0,0.0,0.0,2024-12-06,12,2024,20,KCHO,0.0,0.0,0.0,0.0,5
2024-12-03,3,2024-12-03 21:53,21:53,EST,W  5,10.0,Fair,CLR,28.9,10.9,47.0,25.0,,30.38,1029.1,0.0,0.0,0.0,2024-12-06,12,2024,21,KCHO,0.0,0.0,0.0,0.0,5
2024-12-03,3,2024-12-03 22:53,22:53,EST,S  3,10.0,Fair,CLR,27.0,10.9,51.0,,,30.38,1029.1,0.0,0.0,0.0,2024-12-06,12,2024,22,KCHO,0.0,0.0,0.0,0.0,3
2024-12-03,3,2024-12-03 23:53,23:53,EST,W  3,10.0,Fair,CLR,27.0,10.9,51.0,,,30.37,1028.7,0.0,0.0,0.0,2024-12-06,12,2024,23,KCHO,0.0,0.0,0.0,0.0,3
2024-12-04,4,2024-12-04 00:53,00:53,EST,W  5,10.0,Fair,CLR,26.1,12.0,55.0,21.0,,30.36,1028.6,0.0,0.0,0.0,2024-12-07,12,2024,0,KCHO,0.0,0.0,0.0,0.0,5
2024-12-04,4,2024-12-04 01:53,01:53,EST,Calm,10.0,Fair,CLR,26.1,12.0,55.0,,,30.35,1028.2,0.0,0.0,0.0,2024-12-07,12,2024,1,KCHO,0.0,0.0,0.0,0.0,0
2024-12-04,4,2024-12-04 02:53,02:53,EST,SW  3,10.0,Fair,CLR,25.0,12.0,58.0,,,30.35,1028.0,0.0,0.0,0.0,2024-12-07,12,2024,2,KCHO,0.0,0.0,0.0,0.0,3
2024-12-04,4,2024-12-04 03:53,03:53,EST,SW  3,10.0,Fair,CLR,25.0,12.0,58.0,,,30.33,1027.6,0.0,0.0,0.0,2024-12-07,12,2024,3,KCHO,0.0,0.0,0.0,0.0,3
2024-12-04,4,2024-12-04 04:53,04:53,EST,SW  3,10.0,Fair,CLR,25.0,12.0,58.0,,,30.32,1027.1,0.0,0.0,0.0,2024-12-07,12,2024,4,KCHO,0.0,0.0,0.0,0.0,3
2024-12-04,4,2024-12-04 05:53,05:53,EST,Calm,10.0,Fair,CLR,24.1,12.0,60.0,,,30.31,1026.9,0.0,0.0,0.0,2024-12-07,12,2024,5,KCHO,0.0,0.0,0.0,0.0,0
2024-12-04,4,2024-12-04 06:53,06:53,EST,S  5,10.0,A Few Clouds,FEW110,21.9,12.0,66.0,16.0,,30.29,1026.4,0.0,0.0,0.0,2024-12-07,12,2024,6,KCHO,0.0,0.0,0.0,0.0,5
2024-12-04,4,2024-12-04 07:53,07:53,EST,SW  3,10.0,A Few Clouds,FEW110,23.0,14.0,68.0,,,30.29,1026.1,0.0,0.0,0.0,2024-12-07,12,2024,7,KCHO,0.0,0.0,0.0,0.0,3
2024-12-04,4,2024-12-04 08:53,08:53,EST,S  6,10.0,Fair,CLR,27.0,15.1,61.0,21.0,,30.27,1025.6,0.0,0.0,0.0,2024-12-07,12,2024,8,KCHO,0.0,0.0,0.0,0.0,6
2024-12-04,4,2024-12-04 10:53,10:53,EST,S  12,10.0,Fair,CLR,35.1,14.0,42.0,28.0,,30.2,1023.3,0.0,0.0,0.0,2024-12-07,12,2024,10,KCHO,0.0,0.0,0.0,0.0,12
2024-12-04,4,2024-12-04 11:53,11:53,EST,S  13,10.0,Mostly Cloudy,BKN080,37.9,14.0,37.0,31.0,,30.14,1021.1,0.0,0.0,0.0,2024-12-07,12,2024,11,KCHO,0.0,0.0,0.0,0.0,13
2024-12-04,4,2024-12-04 12:53,12:53,EST,S  15,10.0,Partly Cloudy,FEW065 SCT080,39.0,12.9,34.0,31.0,,30.1,1019.7,0.0,0.0,0.0,2024-12-07,12,2024,12,KCHO,0.0,0.0,0.0,0.0,15
2024-12-04,4,2024-12-04 13:53,13:53,EST,S  15,10.0,Overcast,OVC043,37.0,12.9,37.0,29.0,,30.07,1018.5,0.0,0.0,0.0,2024-12-07,12,2024,13,KCHO,0.0,0.0,0.0,0.0,15
2024-12-04,4,2024-12-04 14:53,14:53,EST,SW  18  G 26,10.0,Overcast,OVC055,37.9,12.9,36.0,29.0,,30.03,1017.3,0.0,0.0,0.0,2024-12-07,12,2024,14,KCHO,0.0,0.0,0.0,0.0,18
2024-12-04,4,2024-12-04 15:53,15:53,EST,SW  10  G 22,10.0,Overcast,OVC060,39.0,12.9,34.0,33.0,,30.0,1016.2,0.0,0.0,0.0,2024-12-07,12,2024,15,KCHO,0.0,0.0,0.0,0.0,10
2024-12-04,4,2024-12-04 16:53,16:53,EST,S  15  G 23,10.0,Overcast,FEW048 OVC070,39.0,16.0,39.0,31.0,,29.98,1015.4,0.0,0.0,0.0,2024-12-07,12,2024,16,KCHO,0.0,0.0,0.0,0.0,15
2024-12-04,4,2024-12-04 17:53,17:53,EST,S  14,10.0,Overcast,OVC065,37.9,16.0,41.0,30.0,,29.95,1014.5,0.0,0.0,0.0,2024-12-07,12,2024,17,KCHO,0.0,0.0,0.0,0.0,14
2024-12-04,4,2024-12-04 18:53,18:53,EST,S  13  G 22,10.0,Partly Cloudy,SCT070,37.0,17.1,44.0,30.0,,29.92,1013.6,0.0,0.0,0.0,2024-12-07,12,2024,18,KCHO,0.0,0.0,0.0,0.0,13
2024-12-04,4,2024-12-04 19:53,19:53,EST,S  20  G 29,10.0,Fair,CLR,37.9,18.0,44.0,29.0,,29.85,1011.2,0.0,0.0,0.0,2024-12-07,12,2024,19,KCHO,0.0,0.0,0.0,0.0,20
2024-12-04,4,2024-12-04 20:53,20:53,EST,S  16  G 29,10.0,Fair,CLR,39.0,18.0,43.0,31.0,,29.82,1010.3,0.0,0.0,0.0,2024-12-07,12,2024,20,KCHO,0.0,0.0,0.0,0.0,16
2024-12-04,4,2024-12-04 21:53,21:53,EST,S  13,10.0,Overcast,OVC065,39.9,19.0,43.0,33.0,,29.81,1009.7,0.0,0.0,0.0,2024-12-07,12,2024,21,KCHO,0.0,0.0,0.0,0.0,13
2024-12-04,4,2024-12-04 22:53,22:53,EST,S  14,10.0,Mostly Cloudy,FEW060 BKN110,39.9,19.9,45.0,33.0,,29.77,1008.5,0.0,0.0,0.0,2024-12-07,12,2024,22,KCHO,0.0,0.0,0.0,0.0,14
2024-12-04,4,2024-12-04 23:53,23:53,EST,S  17  G 26,10.0,A Few Clouds,FEW055,39.9,19.9,45.0,32.0,,29.74,1007.1,0.0,0.0,0.0,2024-12-07,12,2024,23,KCHO,0.0,0.0,0.0,0.0,17
2024-12-05,5,2024-12-05 00:53,00:53,EST,S  17  G 25,10.0,Partly Cloudy,SCT060,39.0,19.9,46.0,31.0,,29.71,1006.2,0.0,0.0,0.0,2024-12-08,12,2024,0,KCHO,0.0,0.0,0.0,0.0,17
2024-12-05,5,2024-12-05 01:53,01:53,EST,S  15  G 25,10.0,Fair,CLR,37.9,19.0,46.0,30.0,,29.68,1005.3,0.0,0.0,0.0,2024-12-08,12,2024,1,KCHO,0.0,0.0,0.0,0.0,15
2024-12-05,5,2024-12-05 02:53,02:53,EST,SW  14  G 23,10.0,Fair,CLR,37.9,19.0,46.0,30.0,,29.65,1004.2,0.0,0.0,0.0,2024-12-08,12,2024,2,KCHO,0.0,0.0,0.0,0.0,14
2024-12-05,5,2024-12-05 03:53,03:53,EST,S  15  G 28,10.0,Overcast,OVC090,39.0,19.0,45.0,31.0,,29.62,1003.0,0.0,0.0,0.0,2024-12-08,12,2024,3,KCHO,0.0,0.0,0.0,0.0,15
2024-12-05,5,2024-12-05 04:53,04:53,EST,SW  15  G 31,10.0,Fair,CLR,39.0,19.0,45.0,31.0,,29.59,1002.3,0.0,0.0,0.0,2024-12-08,12,2024,4,KCHO,0.0,0.0,0.0,0.0,15
2024-12-05,5,2024-12-05 05:53,05:53,EST,SW  6,10.0,Overcast,OVC060,39.9,19.9,45.0,36.0,,29.61,1002.9,0.0,0.0,0.0,2024-12-08,12,2024,5,KCHO,0.0,0.0,0.0,0.0,6
2024-12-05,5,2024-12-05 06:53,06:53,EST,W  7,6.0,Light Snow Fog/Mist,FEW035 OVC045,39.0,24.1,55.0,35.0,,29.69,1005.4,0.0,0.0,0.0,2024-12-08,12,2024,6,KCHO,0.0,0.0,0.0,0.0,7
2024-12-05,5,2024-12-05 08:53,08:53,EST,NW  16  G 26,10.0,Overcast,FEW050 OVC065,39.9,21.9,49.0,32.0,,29.78,1008.5,0.0,0.0,0.0,2024-12-08,12,2024,8,KCHO,0.0,0.0,0.0,0.0,16
2024-12-05,5,2024-12-05 09:53,09:53,EST,NW  9  G 23,10.0,Fair,CLR,39.0,14.0,36.0,33.0,,29.84,1010.6,0.0,0.0,0.0,2024-12-08,12,2024,9,KCHO,0.0,0.0,0.0,0.0,9
2024-12-05,5,2024-12-05 10:53,10:53,EST,NW  13  G 29,10.0,Fair,CLR,37.0,9.0,31.0,30.0,,29.88,1012.0,0.0,0.0,0.0,2024-12-08,12,2024,10,KCHO,0.0,0.0,0.0,0.0,13
2024-12-05,5,2024-12-05 11:53,11:53,EST,NW  12  G 24,10.0,Fair,CLR,36.0,8.1,31.0,29.0,,29.91,1013.0,0.0,0.0,0.0,2024-12-08,12,2024,11,KCHO,0.0,0.0,0.0,0.0,12
2024-12-05,5,2024-12-05 12:53,12:53,EST,NW  13  G 22,10.0,Fair,CLR,35.1,5.0,28.0,27.0,,29.93,1013.8,0.0,0.0,0.0,2024-12-08,12,2024,12,KCHO,0.0,0.0,0.0,0.0,13
2024-12-05,5,2024-12-05 13:53,13:53,EST,W  13  G 30,10.0,Fair,CLR,36.0,3.9,26.0,28.0,,29.95,1014.4,0.0,0.0,0.0,2024-12-08,12,2024,13,KCHO,0.0,0.0,0.0,0.0,13
2024-12-05,5,2024-12-05 14:53,14:53,EST,NW  10  G 20,10.0,Partly Cloudy,SCT070,35.1,5.0,28.0,28.0,,29.99,1015.9,0.0,0.0,0.0,2024-12-08,12,2024,14,KCHO,0.0,0.0,0.0,0.0,10
2024-12-05,5,2024-12-05 15:53,15:53,EST,NW  13  G 23,10.0,Fair,CLR,32.0,3.9,30.0,23.0,,30.04,1017.4,0.0,0.0,0.0,2024-12-08,12,2024,15,KCHO,0.0,0.0,0.0,0.0,13
2024-12-05,5,2024-12-05 16:53,16:53,EST,NW  8  G 16,10.0,Fair,CLR,30.0,3.0,31.0,23.0,,30.08,1018.9,0.0,0.0,0.0,2024-12-08,12,2024,16,KCHO,0.0,0.0,0.0,0.0,8
2024-12-05,5,2024-12-05 17:53,17:53,EST,Vrbl  5,10.0,Fair,CLR,28.0,5.0,37.0,24.0,,30.11,1020.0,0.0,0.0,0.0,2024-12-08,12,2024,17,KCHO,0.0,0.0,0.0,0.0,5
2024-12-05,5,2024-12-05 18:53,18:53,EST,W  3,10.0,Fair,CLR,27.0,5.0,39.0,,,30.14,1021.1,0.0,0.0,0.0,2024-12-08,12,2024,18,KCHO,0.0,0.0,0.0,0.0,3
2024-12-05,5,2024-12-05 19:53,19:53,EST,NW  6,10.0,A Few Clouds,FEW060,25.0,6.1,44.0,19.0,,30.17,1022.1,0.0,0.0,0.0,2024-12-08,12,2024,19,KCHO,0.0,0.0,0.0,0.0,6
2024-12-05,5,2024-12-05 20:53,20:53,EST,NW  7  G 16,10.0,A Few Clouds,FEW050,26.1,6.1,42.0,19.0,,30.19,1022.5,0.0,0.0,0.0,2024-12-08,12,2024,20,KCHO,0.0,0.0,0.0,0.0,7
2024-12-05,5,2024-12-05 21:53,21:53,EST,Calm,10.0,Mostly Cloudy,BKN050,23.0,7.0,50.0,,,30.18,1022.6,0.0,0.0,0.0,2024-12-08,12,2024,21,KCHO,0.0,0.0,0.0,0.0,0
2024-12-05,5,2024-12-05 22:53,22:53,EST,Calm,10.0,Fair,CLR,24.1,7.0,48.0,,,30.18,1022.4,0.0,0.0,0.0,2024-12-08,12,2024,22,KCHO,0.0,0.0,0.0,0.0,0
2024-12-05,5,2024-12-05 23:53,23:53,EST,S  3,10.0,Fair,CLR,24.1,8.1,50.0,,,30.18,1022.6,0.0,0.0,0.0,2024-12-08,12,2024,23,KCHO,0.0,0.0,0.0,0.0,3
2024-12-06,6,2024-12-06 00:53,00:53,EST,W  6,10.0,Fair,CLR,25.0,9.0,50.0,19.0,,30.18,1022.3,0.0,0.0,0.0,2024-12-09,12,2024,0,KCHO,0.0,0.0,0.0,0.0,6
2024-12-06,6,2024-12-06 01:53,01:53,EST,Calm,10.0,Fair,CLR,24.1,9.0,52.0,,,30.19,1022.8,0.0,0.0,0.0,2024-12-09,12,2024,1,KCHO,0.0,0.0,0.0,0.0,0
2024-12-06,6,2024-12-06 02:53,02:53,EST,Vrbl  3,10.0,Fair,CLR,26.1,9.0,48.0,,,30.2,1023.2,0.0,0.0,0.0,2024-12-09,12,2024,2,KCHO,0.0,0.0,0.0,0.0,3
2024-12-06,6,2024-12-06 03:53,03:53,EST,NW  7,10.0,Fair,CLR,27.0,9.0,46.0,20.0,,30.2,1023.1,0.0,0.0,0.0,2024-12-09,12,2024,3,KCHO,0.0,0.0,0.0,0.0,7
2024-12-06,6,2024-12-06 04:53,04:53,EST,Calm,10.0,A Few Clouds,FEW050,25.0,9.0,50.0,,,30.2,1023.2,0.0,0.0,0.0,2024-12-09,12,2024,4,KCHO,0.0,0.0,0.0,0.0,0
2024-12-06,6,2024-12-06 05:53,05:53,EST,NW  5,10.0,Fair,CLR,25.0,9.0,50.0,20.0,,30.21,1023.7,0.0,0.0,0.0,2024-12-09,12,2024,5,KCHO,0.0,0.0,0.0,0.0,5
2024-12-06,6,2024-12-06 06:53,06:53,EST,NW  3,10.0,Fair,CLR,25.0,9.0,50.0,,,30.23,1024.3,0.0,0.0,0.0,2024-12-09,12,2024,6,KCHO,0.0,0.0,0.0,0.0,3
2024-12-06,6,2024-12-06 07:53,07:53,EST,Vrbl  3,10.0,Fair,CLR,26.1,9.0,48.0,,,30.26,1025.2,0.0,0.0,0.0,2024-12-09,12,2024,7,KCHO,0.0,0.0,0.0,0.0,3
2024-12-06,6,2024-12-06 08:53,08:53,EST,NW  9  G 21,10.0,Fair,CLR,28.9,10.0,45.0,21.0,,30.27,1025.5,0.0,0.0,0.0,2024-12-09,12,2024,8,KCHO,0.0,0.0,0.0,0.0,9
2024-12-06,6,2024-12-06 09:53,09:53,EST,Vrbl  7  G 20,10.0,Fair,CLR,30.9,9.0,40.0,25.0,,30.28,1025.9,0.0,0.0,0.0,2024-12-09,12,2024,9,KCHO,0.0,0.0,0.0,0.0,7
2024-12-06,6,2024-12-06 10:53,10:53,EST,N  8,10.0,Fair,CLR,30.9,9.0,40.0,24.0,,30.29,1026.4,0.0,0.0,0.0,2024-12-09,12,2024,10,KCHO,0.0,0.0,0.0,0.0,8
2024-12-06,6,2024-12-06 11:53,11:53,EST,NW  9,10.0,Fair,CLR,34.0,9.0,35.0,27.0,,30.27,1025.6,0.0,0.0,0.0,2024-12-09,12,2024,11,KCHO,0.0,0.0,0.0,0.0,9
2024-12-06,6,2024-12-06 12:53,12:53,EST,N  9  G 21,10.0,Fair,CLR,35.1,7.0,31.0,29.0,,30.24,1024.6,0.0,0.0,0.0,2024-12-09,12,2024,12,KCHO,0.0,0.0,0.0,0.0,9
2024-12-06,6,2024-12-06 13:53,13:53,EST,N  10  G 17,10.0,Fair,CLR,36.0,5.0,27.0,29.0,,30.22,1023.9,0.0,0.0,0.0,2024-12-09,12,2024,13,KCHO,0.0,0.0,0.0,0.0,10
2024-12-06,6,2024-12-06 14:53,14:53,EST,Vrbl  6,10.0,Fair,CLR,35.1,5.0,28.0,31.0,,30.23,1024.1,0.0,0.0,0.0,2024-12-09,12,2024,14,KCHO,0.0,0.0,0.0,0.0,6
2024-12-06,6,2024-12-06 15:53,15:53,EST,NW  6,10.0,Fair,CLR,34.0,3.9,28.0,29.0,,30.23,1024.0,0.0,0.0,0.0,2024-12-09,12,2024,15,KCHO,0.0,0.0,0.0,0.0,6
2024-12-06,6,2024-12-06 16:53,16:53,EST,Calm,10.0,Fair,CLR,32.0,5.0,32.0,,,30.23,1024.1,0.0,0.0,0.0,2024-12-09,12,2024,16,KCHO,0.0,0.0,0.0,0.0,0
2024-12-06,6,2024-12-06 17:53,17:53,EST,N  3,10.0,Fair,CLR,30.0,5.0,34.0,,,30.24,1024.7,0.0,0.0,0.0,2024-12-09,12,2024,17,KCHO,0.0,0.0,0.0,0.0,3
2024-12-06,6,2024-12-06 18:53,18:53,EST,N  5,10.0,Fair,CLR,28.0,8.1,43.0,24.0,,30.25,1025.1,0.0,0.0,0.0,2024-12-09,12,2024,18,KCHO,0.0,0.0,0.0,0.0,5
2024-12-06,6,2024-12-06 19:53,19:53,EST,NW  3,10.0,Fair,CLR,28.0,8.1,43.0,,,30.26,1025.3,0.0,0.0,0.0,2024-12-09,12,2024,19,KCHO,0.0,0.0,0.0,0.0,3
2024-12-06,6,2024-12-06 20:53,20:53,EST,W  3,10.0,Fair,CLR,27.0,8.1,45.0,,,30.26,1025.4,0.0,0.0,0.0,2024-12-09,12,2024,20,KCHO,0.0,0.0,0.0,0.0,3
2024-12-06,6,2024-12-06 21:53,21:53,EST,Calm,10.0,Fair,CLR,26.1,8.1,46.0,,,30.26,1025.1,0.0,0.0,0.0,2024-12-09,12,2024,21,KCHO,0.0,0.0,0.0,0.0,0
2024-12-06,6,2024-12-06 22:53,22:53,EST,Calm,10.0,Fair,CLR,24.1,8.1,50.0,,,30.25,1025.0,0.0,0.0,0.0,2024-12-09,12,2024,22,KCHO,0.0,0.0,0.0,0.0,0
2024-12-06,6,2024-12-06 23:53,23:53,EST,SW  6,10.0,Fair,CLR,25.0,9.0,50.0,19.0,,30.25,1025.0,0.0,0.0,0.0,2024-12-09,12,2024,23,KCHO,0.0,0.0,0.0,0.0,6
2024-12-07,7,2024-12-07 00:53,00:53,EST,Calm,10.0,Fair,CLR,25.0,10.0,53.0,,,30.26,1025.2,0.0,0.0,0.0,2024-12-10,12,2024,0,KCHO,0.0,0.0,0.0,0.0,0
2024-12-07,7,2024-12-07 01:53,01:53,EST,SW  8,10.0,Fair,CLR,25.0,10.0,53.0,17.0,,30.25,1024.8,0.0,0.0,0.0,2024-12-10,12,2024,1,KCHO,0.0,0.0,0.0,0.0,8
2024-12-07,7,2024-12-07 02:53,02:53,EST,S  3,10.0,Fair,CLR,24.1,9.0,52.0,,,30.26,1025.2,0.0,0.0,0.0,2024-12-10,12,2024,2,KCHO,0.0,0.0,0.0,0.0,3
2024-12-07,7,2024-12-07 03:53,03:53,EST,SW  5,10.0,Fair,CLR,26.1,9.0,48.0,21.0,,30.25,1024.7,0.0,0.0,0.0,2024-12-10,12,2024,3,KCHO,0.0,0.0,0.0,0.0,5
2024-12-07,7,2024-12-07 04:53,04:53,EST,Calm,10.0,Fair,CLR,26.1,9.0,48.0,,,30.24,1024.4,0.0,0.0,0.0,2024-12-10,12,2024,4,KCHO,0.0,0.0,0.0,0.0,0
2024-12-07,7,2024-12-07 05:53,05:53,EST,SW  3,10.0,Fair,CLR,26.1,9.0,48.0,,,30.24,1024.7,0.0,0.0,0.0,2024-12-10,12,2024,5,KCHO,0.0,0.0,0.0,0.0,3
2024-12-07,7,2024-12-07 06:53,06:53,EST,SE  7,10.0,Fair,CLR,21.0,10.0,62.0,13.0,,30.25,1025.0,0.0,0.0,0.0,2024-12-10,12,2024,6,KCHO,0.0,0.0,0.0,0.0,7
2024-12-07,7,2024-12-07 07:53,07:53,EST,Calm,10.0,Fair,CLR,27.0,12.0,53.0,,,30.26,1025.3,0.0,0.0,0.0,2024-12-10,12,2024,7,KCHO,0.0,0.0,0.0,0.0,0
2024-12-07,7,2024-12-07 08:53,08:53,EST,Calm,10.0,Fair,CLR,28.0,12.0,51.0,,,30.27,1025.6,0.0,0.0,0.0,2024-12-10,12,2024,8,KCHO,0.0,0.0,0.0,0.0,0
2024-12-07,7,2024-12-07 09:53,09:53,EST,Calm,10.0,Fair,CLR,30.0,12.0,47.0,,,30.28,1026.0,0.0,0.0,0.0,2024-12-10,12,2024,9,KCHO,0.0,0.0,0.0,0.0,0
2024-12-07,7,2024-12-07 10:53,10:53,EST,Calm,10.0,Fair,CLR,30.9,12.9,47.0,,,30.27,1025.7,0.0,0.0,0.0,2024-12-10,12,2024,10,KCHO,0.0,0.0,0.0,0.0,0
2024-12-07,7,2024-12-07 12:53,12:53,EST,Vrbl  7,10.0,Fair,CLR,37.0,10.9,34.0,32.0,,30.2,1023.2,0.0,0.0,0.0,2024-12-10,12,2024,12,KCHO,0.0,0.0,0.0,0.0,7
2024-12-07,7,2024-12-07 13:53,13:53,EST,S  10,10.0,Fair,CLR,37.0,10.9,34.0,30.0,,30.17,1022.3,0.0,0.0,0.0,2024-12-10,12,2024,13,KCHO,0.0,0.0,0.0,0.0,10
2024-12-07,7,2024-12-07 14:53,14:53,EST,S  12,10.0,Fair,CLR,37.9,9.0,30.0,31.0,,30.15,1021.3,0.0,0.0,0.0,2024-12-10,12,2024,14,KCHO,0.0,0.0,0.0,0.0,12
2024-12-07,7,2024-12-07 15:53,15:53,EST,S  12,10.0,Fair,CLR,39.0,9.0,29.0,32.0,,30.13,1020.7,0.0,0.0,0.0,2024-12-10,12,2024,15,KCHO,0.0,0.0,0.0,0.0,12
2024-12-07,7,2024-12-07 16:53,16:53,EST,S  7,10.0,Fair,CLR,36.0,9.0,32.0,31.0,,30.11,1020.1,0.0,0.0,0.0,2024-12-10,12,2024,16,KCHO,0.0,0.0,0.0,0.0,7
2024-12-07,7,2024-12-07 17:53,17:53,EST,S  3,10.0,Fair,CLR,36.0,9.0,32.0,,,30.1,1019.8,0.0,0.0,0.0,2024-12-10,12,2024,17,KCHO,0.0,0.0,0.0,0.0,3
2024-12-07,7,2024-12-07 18:53,18:53,EST,SW  3,10.0,Fair,CLR,37.0,8.1,30.0,,,30.09,1019.4,0.0,0.0,0.0,2024-12-10,12,2024,18,KCHO,0.0,0.0,0.0,0.0,3
2024-12-07,7,2024-12-07 19:53,19:53,EST,S  7,10.0,Fair,CLR,33.1,10.0,38.0,28.0,,30.08,1019.0,0.0,0.0,0.0,2024-12-10,12,2024,19,KCHO,0.0,0.0,0.0,0.0,7
2024-12-07,7,2024-12-07 20:53,20:53,EST,S  8,10.0,Fair,CLR,32.0,10.9,41.0,25.0,,30.06,1018.2,0.0,0.0,0.0,2024-12-10,12,2024,20,KCHO,0.0,0.0,0.0,0.0,8
2024-12-07,7,2024-12-07 21:53,21:53,EST,S  8,10.0,Fair,CLR,34.0,10.9,38.0,28.0,,30.04,1017.5,0.0,0.0,0.0,2024-12-10,12,2024,21,KCHO,0.0,0.0,0.0,0.0,8
2024-12-07,7,2024-12-07 22:53,22:53,EST,S  10,10.0,Fair,CLR,34.0,10.9,38.0,27.0,,30.02,1016.9,0.0,0.0,0.0,2024-12-10,12,2024,22,KCHO,0.0,0.0,0.0,0.0,10
2024-12-07,7,2024-12-07 23:53,23:53,EST,S  13,10.0,Fair,CLR,35.1,12.0,38.0,27.0,,29.98,1015.6,0.0,0.0,0.0,2024-12-10,12,2024,23,KCHO,0.0,0.0,0.0,0.0,13
2024-12-08,8,2024-12-08 00:53,00:53,EST,S  9,10.0,Fair,CLR,35.1,14.0,42.0,29.0,,29.96,1014.8,0.0,0.0,0.0,2024-12-11,12,2024,0,KCHO,0.0,0.0,0.0,0.0,9
2024-12-08,8,2024-12-08 01:53,01:53,EST,S  8,10.0,Fair,CLR,37.9,15.1,39.0,33.0,,29.95,1014.3,0.0,0.0,0.0,2024-12-11,12,2024,1,KCHO,0.0,0.0,0.0,0.0,8
2024-12-08,8,2024-12-08 02:53,02:53,EST,Calm,10.0,Fair,CLR,37.9,17.1,43.0,,,29.95,1014.4,0.0,0.0,0.0,2024-12-11,12,2024,2,KCHO,0.0,0.0,0.0,0.0,0
2024-12-08,8,2024-12-08 03:53,03:53,EST,Calm,10.0,Fair,CLR,39.0,19.0,45.0,,,29.94,1013.9,0.0,0.0,0.0,2024-12-11,12,2024,3,KCHO,0.0,0.0,0.0,0.0,0
2024-12-08,8,2024-12-08 04:53,04:53,EST,Calm,10.0,Fair,CLR,48.9,25.0,39.0,,,29.92,1013.2,0.0,0.0,0.0,2024-12-11,12,2024,4,KCHO,0.0,0.0,0.0,0.0,0
2024-12-08,8,2024-12-08 05:53,05:53,EST,W  9  G 20,10.0,Fair,CLR,50.0,25.0,38.0,47.0,,29.92,1013.1,0.0,0.0,0.0,2024-12-11,12,2024,5,KCHO,0.0,0.0,0.0,0.0,9
2024-12-08,8,2024-12-08 06:53,06:53,EST,W  14,10.0,Fair,CLR,50.0,25.0,38.0,45.0,,29.91,1012.9,0.0,0.0,0.0,2024-12-11,12,2024,6,KCHO,0.0,0.0,0.0,0.0,14
