starting_year,student_id,Fall,Winter,Spring
2023,2020-3236,66.0,58.0,70.0
2023,2020-3237,63.0,54.0,61.0
2023,2020-3238,55.0,54.0,63.0
2023,2020-3239,59.0,51.0,75.0
2023,2020-324,63.0,58.0,73.0
2023,2020-3240,76.0,68.0,85.0
2023,2020-3241,86.0,,82.0
2023,2020-3242,83.0,77.0,78.0
2023,2020-3243,64.0,61.0,66.0
2023,2020-3244,55.0,53.0,76.0
2023,2020-3245,86.0,78.0,85.0
2023,2020-3246,75.0,68.0,75.0
2023,2020-3247,69.0,,65.0
2023,2020-3248,60.0,55.0,59.0
2023,2020-3249,67.0,61.0,80.0
2023,2020-325,53.0,,50.0
2023,2020-3250,76.0,66.0,80.0
2023,2020-3251,65.0,62.0,65.0
2023,2020-3252,79.0,72.0,80.0
2023,2020-3253,77.0,75.0,75.0
2023,2020-3254,89.0,83.0,92.0
2023,2020-3255,66.0,62.0,61.0
2023,2020-3256,69.0,59.0,90.0
2023,2020-3257,54.0,50.0,51.0
2023,2020-3258,66.0,62.0,64.0
2023,2020-3259,50.0,43.0,53.0
2023,2020-326,68.0,63.0,72.0
2023,2020-3260,80.0,76.0,84.0
2023,2020-3261,79.0,72.0,87.0
2023,2020-3262,64.0,58.0,63.0
2023,2020-3263,62.0,61.0,62.0
2023,2020-3264,57.0,53.0,66.0
2023,2020-3265,55.0,46.0,58.0
2023,2020-3266,67.0,59.0,62.0
2023,2020-3267,67.0,,64.0
2023,2020-3268,75.0,72.0,75.0
2023,2020-3269,50.0,43.0,74.0
2023,2020-327,58.0,,59.0
2023,2020-3270,56.0,,56.0
2023,2020-3271,72.0,,72.0
2023,2020-3272,65.0,58.0,85.0
2023,2020-3273,50.0,48.0,53.0
2023,2020-3274,57.0,54.0,77.0
2023,2020-3275,63.0,54.0,62.0
2023,2020-3276,67.0,66.0,65.0
2023,2020-3277,64.0,,77.0
2023,2020-3278,77.0,68.0,75.0
2023,2020-3279,77.0,76.0,74.0
2023,2020-328,88.0,86.0,89.0
2023,2020-3280,84.0,,88.0
2023,2020-3281,77.0,69.0,100.0
2023,2020-3282,46.0,38.0,46.0
2023,2020-3283,81.0,72.0,90.0
2023,2020-3284,72.0,,79.0
2023,2020-3285,74.0,71.0,77.0
2023,2020-3286,69.0,59.0,81.0
2023,2020-3287,62.0,,85.0
2023,2020-3288,71.0,66.0,84.0
2023,2020-3289,76.0,73.0,82.0
2023,2020-329,54.0,51.0,58.0
2023,2020-33,96.0,88.0,99.0
2023,2020-330,66.0,,88.0
2023,2020-331,96.0,88.0,92.0
2023,2020-332,73.0,63.0,70.0
2023,2020-333,61.0,51.0,65.0
2023,2020-334,66.0,65.0,66.0
2023,2020-335,81.0,80.0,93.0
2023,2020-336,48.0,43.0,46.0
2023,2020-337,50.0,45.0,53.0
2023,2020-338,54.0,50.0,49.0
2023,2020-339,71.0,70.0,73.0
2023,2020-34,74.0,71.0,97.0
2023,2020-340,83.0,80.0,83.0
2023,2020-341,77.0,73.0,94.0
2023,2020-342,64.0,,79.0
2023,2020-343,45.0,41.0,45.0
2023,2020-344,59.0,56.0,59.0
2023,2020-345,59.0,53.0,77.0
2023,2020-346,69.0,60.0,66.0
2023,2020-347,70.0,,67.0
2023,2020-348,66.0,60.0,73.0
2023,2020-349,62.0,61.0,63.0
2023,2020-35,100.0,98.0,100.0
2023,2020-350,59.0,50.0,57.0
2023,2020-351,76.0,73.0,80.0
2023,2020-352,67.0,61.0,66.0
2023,2020-353,64.0,62.0,67.0
2023,2020-354,82.0,,100.0
2023,2020-355,45.0,41.0,48.0
2023,2020-356,68.0,62.0,76.0
2023,2020-357,66.0,56.0,70.0
2023,2020-358,75.0,65.0,88.0
2023,2020-359,68.0,66.0,64.0
2023,2020-36,68.0,66.0,66.0
2023,2020-360,76.0,,71.0
2023,2020-361,85.0,81.0,82.0
2023,2020-362,71.0,68.0,69.0
2023,2020-363,62.0,,61.0
2023,2020-364,76.0,69.0,79.0
2023,2020-365,64.0,60.0,87.0
2023,2020-366,65.0,57.0,67.0
2023,2020-367,71.0,65.0,71.0
2023,2020-368,79.0,73.0,83.0
2023,2020-369,76.0,73.0,77.0
2023,2020-37,61.0,59.0,61.0
2023,2020-370,78.0,71.0,74.0
2023,2020-371,75.0,68.0,72.0
2023,2020-372,66.0,63.0,63.0
2023,2020-373,77.0,71.0,76.0
2023,2020-374,55.0,53.0,53.0
2023,2020-375,82.0,,85.0
2023,2020-376,68.0,59.0,66.0
2023,2020-377,79.0,75.0,74.0
2023,2020-378,67.0,60.0,68.0
2023,2020-379,43.0,35.0,47.0
2023,2020-38,64.0,57.0,60.0
2023,2020-380,88.0,78.0,100.0
2023,2020-381,70.0,62.0,68.0
2023,2020-382,60.0,58.0,56.0
2023,2020-383,71.0,64.0,67.0
2023,2020-384,63.0,61.0,63.0
2023,2020-385,52.0,51.0,47.0
2023,2020-386,73.0,,75.0
2023,2020-387,77.0,69.0,76.0
2023,2020-388,81.0,74.0,78.0
2023,2020-389,75.0,72.0,75.0
2023,2020-39,60.0,58.0,64.0
2023,2020-390,73.0,,70.0
2023,2020-391,73.0,70.0,73.0
2023,2020-392,82.0,73.0,100.0
2023,2020-393,70.0,60.0,69.0
2023,2020-394,67.0,64.0,79.0
2023,2020-395,100.0,97.0,100.0
2023,2020-396,76.0,68.0,77.0
2023,2020-397,66.0,63.0,71.0
2023,2020-398,67.0,58.0,66.0
2023,2020-399,85.0,83.0,100.0
2023,2020-4,56.0,48.0,57.0
2023,2020-40,86.0,79.0,88.0
2023,2020-400,62.0,60.0,71.0
2023,2020-401,70.0,67.0,70.0
2023,2020-402,62.0,59.0,70.0
2023,2020-403,63.0,59.0,66.0
2023,2020-404,66.0,,67.0
2023,2020-405,71.0,,84.0
2023,2020-406,70.0,,68.0
2023,2020-407,68.0,65.0,91.0
2023,2020-408,60.0,50.0,70.0
2023,2020-409,89.0,87.0,86.0
2023,2020-41,64.0,62.0,59.0
2023,2020-410,62.0,52.0,58.0
2023,2020-411,50.0,41.0,49.0
2023,2020-412,71.0,67.0,72.0
2023,2020-413,90.0,81.0,99.0
2023,2020-414,91.0,88.0,91.0
2023,2020-415,59.0,54.0,57.0
2023,2020-416,64.0,60.0,61.0
2023,2020-417,85.0,,89.0
2023,2020-418,68.0,60.0,70.0
2023,2020-419,83.0,74.0,86.0
2023,2020-42,53.0,47.0,57.0
2023,2020-420,57.0,56.0,53.0
2023,2020-421,73.0,67.0,75.0
2023,2020-422,66.0,,62.0
2023,2020-423,64.0,57.0,67.0
2023,2020-424,65.0,55.0,63.0
2023,2020-425,81.0,78.0,100.0
2023,2020-426,83.0,82.0,87.0
2023,2020-427,67.0,65.0,62.0
2023,2020-428,76.0,66.0,82.0
2023,2020-429,87.0,,91.0
2023,2020-43,61.0,53.0,60.0
2023,2020-430,65.0,62.0,73.0
2023,2020-431,72.0,,75.0
2023,2020-432,68.0,62.0,69.0
2023,2020-433,73.0,,70.0
2023,2020-434,79.0,72.0,79.0
2023,2020-435,57.0,56.0,80.0
2023,2020-436,45.0,39.0,55.0
2023,2020-437,55.0,48.0,58.0
2023,2020-438,74.0,69.0,72.0
2023,2020-439,49.0,,46.0
2023,2020-44,66.0,57.0,75.0
2023,2020-440,78.0,77.0,76.0
2023,2020-441,77.0,69.0,100.0
2023,2020-442,60.0,51.0,67.0
2023,2020-443,85.0,83.0,82.0
2023,2020-444,78.0,72.0,78.0
2023,2020-445,52.0,51.0,47.0
2023,2020-446,78.0,73.0,76.0
2023,2020-447,68.0,63.0,63.0
2023,2020-448,72.0,,72.0
2023,2020-449,90.0,84.0,91.0
2023,2020-45,61.0,55.0,56.0
2023,2020-450,75.0,74.0,79.0
2023,2020-451,79.0,77.0,74.0
2023,2020-452,63.0,59.0,63.0
2023,2020-453,82.0,74.0,98.0
2023,2020-454,55.0,50.0,55.0
2023,2020-455,80.0,79.0,77.0
2023,2020-456,68.0,63.0,64.0
2023,2020-457,75.0,65.0,71.0
2023,2020-458,96.0,86.0,91.0
2023,2020-459,59.0,57.0,58.0
2023,2020-46,68.0,62.0,68.0
2023,2020-460,60.0,52.0,61.0
2023,2020-461,65.0,63.0,71.0
2023,2020-462,71.0,62.0,68.0
2023,2020-463,76.0,73.0,76.0
2023,2020-464,87.0,,82.0
2023,2020-465,56.0,46.0,56.0
2023,2020-466,78.0,74.0,73.0
2023,2020-467,60.0,,58.0
2023,2020-468,66.0,58.0,67.0
2023,2020-469,68.0,65.0,71.0
2023,2020-47,80.0,77.0,86.0
2023,2020-470,86.0,79.0,87.0
2023,2020-471,74.0,71.0,76.0
2023,2020-472,63.0,,74.0
2023,2020-473,71.0,65.0,68.0
2023,2020-474,84.0,,95.0
2023,2020-475,67.0,58.0,64.0
2023,2020-476,64.0,54.0,65.0
2023,2020-477,74.0,68.0,94.0
2023,2020-478,67.0,66.0,68.0
2023,2020-479,69.0,66.0,66.0
2023,2020-48,68.0,62.0,81.0
2023,2020-480,71.0,69.0,66.0
2023,2020-481,66.0,65.0,61.0
2023,2020-482,66.0,65.0,86.0
2023,2020-483,63.0,,85.0
2023,2020-484,74.0,65.0,73.0
2023,2020-485,80.0,,88.0
2023,2020-486,74.0,73.0,78.0
2023,2020-487,58.0,51.0,58.0
2023,2020-488,58.0,52.0,57.0
2023,2020-489,62.0,60.0,70.0
2023,2020-49,54.0,52.0,78.0
2023,2020-490,77.0,73.0,74.0
2023,2020-491,74.0,70.0,76.0
2023,2020-492,93.0,84.0,100.0
2023,2020-493,62.0,60.0,69.0
2023,2020-494,78.0,73.0,77.0
2023,2020-495,73.0,,89.0
2023,2020-496,78.0,70.0,100.0
2023,2020-497,70.0,68.0,66.0
2023,2020-498,65.0,56.0,88.0
2023,2020-499,78.0,,76.0
2023,2020-5,77.0,68.0,74.0
2023,2020-50,68.0,62.0,65.0
2023,2020-500,57.0,52.0,56.0
2023,2020-501,73.0,67.0,77.0
2023,2020-502,66.0,57.0,70.0
2023,2020-503,85.0,79.0,80.0
2023,2020-504,71.0,65.0,69.0
2023,2020-505,62.0,53.0,73.0
2023,2020-506,58.0,,62.0
2023,2020-507,57.0,56.0,78.0
2023,2020-508,66.0,56.0,73.0
2023,2020-509,73.0,68.0,82.0
2023,2020-51,62.0,61.0,60.0
2023,2020-510,73.0,,82.0
2023,2020-511,58.0,49.0,58.0
2023,2020-512,68.0,60.0,80.0
2023,2020-513,58.0,50.0,61.0
2023,2020-514,62.0,,57.0
2023,2020-515,59.0,51.0,79.0
2023,2020-516,74.0,71.0,75.0
2023,2020-517,53.0,47.0,74.0
2023,2020-518,84.0,75.0,94.0
2023,2020-519,68.0,61.0,80.0
2023,2020-52,60.0,51.0,69.0
2023,2020-520,72.0,71.0,70.0
2023,2020-521,65.0,60.0,79.0
2023,2020-522,70.0,64.0,71.0
2023,2020-523,56.0,52.0,55.0
2023,2020-524,66.0,59.0,67.0
2023,2020-525,67.0,58.0,66.0
2023,2020-526,67.0,60.0,70.0
2023,2020-527,95.0,86.0,97.0
2023,2020-528,73.0,72.0,97.0
2023,2020-529,72.0,65.0,69.0
2023,2020-53,66.0,56.0,69.0
2023,2020-530,75.0,66.0,78.0
2023,2020-531,64.0,62.0,86.0
2023,2020-532,80.0,72.0,100.0
2023,2020-533,69.0,60.0,72.0
2023,2020-534,66.0,63.0,64.0
2023,2020-535,66.0,59.0,65.0
2023,2020-536,80.0,70.0,94.0
2023,2020-537,85.0,76.0,83.0
2023,2020-538,54.0,52.0,54.0
2023,2020-539,60.0,52.0,74.0
2023,2020-54,70.0,63.0,69.0
2023,2020-540,57.0,56.0,60.0
2023,2020-541,82.0,73.0,79.0
2023,2020-542,57.0,,55.0
2023,2020-543,74.0,72.0,87.0
2023,2020-544,79.0,,80.0
2023,2020-545,61.0,60.0,60.0
2023,2020-546,61.0,53.0,56.0
2023,2020-547,67.0,59.0,70.0
2023,2020-548,76.0,67.0,78.0
2023,2020-549,61.0,,84.0
2023,2020-55,65.0,59.0,61.0
2023,2020-550,59.0,,66.0
2023,2020-551,75.0,73.0,87.0
2023,2020-552,73.0,71.0,79.0
2023,2020-553,78.0,69.0,76.0
2023,2020-554,61.0,58.0,64.0
2023,2020-555,83.0,77.0,84.0
2023,2020-556,54.0,51.0,52.0
2023,2020-557,57.0,53.0,76.0
2023,2020-558,81.0,79.0,80.0
2023,2020-559,67.0,62.0,64.0
2023,2020-56,68.0,,66.0
2023,2020-560,85.0,84.0,100.0
2023,2020-561,54.0,47.0,55.0
2023,2020-562,67.0,65.0,72.0
2023,2020-563,58.0,,55.0
2023,2020-564,66.0,57.0,79.0
2023,2020-565,60.0,59.0,60.0
2023,2020-566,77.0,74.0,80.0
2023,2020-567,60.0,53.0,63.0
2023,2020-568,57.0,,61.0
2023,2020-569,72.0,63.0,68.0
2023,2020-57,60.0,54.0,63.0
2023,2020-570,77.0,,88.0
2023,2020-571,75.0,72.0,88.0
2023,2020-572,87.0,79.0,84.0
2023,2020-573,66.0,56.0,81.0
2023,2020-574,66.0,,74.0
2023,2020-575,67.0,66.0,67.0
2023,2020-576,83.0,82.0,80.0
2023,2020-577,80.0,71.0,83.0
2023,2020-578,73.0,,73.0
2023,2020-579,64.0,54.0,67.0
2023,2020-58,77.0,74.0,81.0
2023,2020-580,78.0,72.0,75.0
2023,2020-581,61.0,,59.0
2023,2020-582,64.0,54.0,60.0
2023,2020-583,64.0,60.0,66.0
2023,2020-584,65.0,63.0,60.0
2023,2020-585,69.0,62.0,65.0
2023,2020-586,68.0,67.0,68.0
2023,2020-587,63.0,,59.0
2023,2020-588,83.0,75.0,98.0
2023,2020-589,72.0,,93.0
2023,2020-59,90.0,81.0,100.0
2023,2020-590,84.0,,81.0
2023,2020-591,62.0,,64.0
2023,2020-592,74.0,,72.0
2023,2020-593,77.0,68.0,91.0
2023,2020-594,59.0,50.0,77.0
2023,2020-595,54.0,47.0,61.0
2023,2020-596,61.0,,56.0
2023,2020-597,79.0,75.0,76.0
2023,2020-598,69.0,63.0,80.0
2023,2020-599,52.0,51.0,48.0
2023,2020-6,88.0,85.0,100.0
2023,2020-60,75.0,73.0,99.0
2023,2020-600,63.0,53.0,59.0
2023,2020-601,79.0,77.0,88.0
2023,2020-602,46.0,37.0,69.0
2023,2020-603,82.0,77.0,100.0
2023,2020-604,69.0,,64.0
2023,2020-605,80.0,,79.0
2023,2020-606,81.0,72.0,81.0
2023,2020-607,85.0,,82.0
2023,2020-608,80.0,78.0,81.0
2023,2020-609,64.0,61.0,61.0
2023,2020-61,58.0,49.0,60.0
2023,2020-610,62.0,59.0,60.0
2023,2020-611,79.0,78.0,74.0
2023,2020-612,63.0,58.0,65.0
2023,2020-613,57.0,49.0,61.0
2023,2020-614,66.0,60.0,63.0
2023,2020-615,80.0,72.0,100.0
2023,2020-616,100.0,99.0,98.0
2023,2020-617,83.0,74.0,90.0
2023,2020-618,66.0,58.0,69.0
2023,2020-619,70.0,62.0,68.0
2023,2020-62,59.0,50.0,69.0
2023,2020-620,67.0,,64.0
2023,2020-621,87.0,85.0,90.0
2023,2020-622,93.0,91.0,95.0
2023,2020-623,73.0,71.0,74.0
2023,2020-624,77.0,70.0,81.0
2023,2020-625,77.0,69.0,74.0
2023,2020-626,73.0,63.0,73.0
2023,2020-627,75.0,70.0,75.0
2023,2020-628,95.0,,100.0
2023,2020-629,61.0,52.0,77.0
2023,2020-63,49.0,44.0,67.0
2023,2020-630,73.0,70.0,77.0
2023,2020-631,68.0,63.0,63.0
2023,2020-632,67.0,58.0,69.0
2023,2020-633,67.0,,90.0
2023,2020-634,69.0,68.0,68.0
2023,2020-635,75.0,,77.0
2023,2020-636,63.0,57.0,58.0
2023,2020-637,63.0,,64.0
2023,2020-638,67.0,66.0,64.0
2023,2020-639,55.0,52.0,66.0
2023,2020-64,85.0,75.0,82.0
2023,2020-640,52.0,49.0,59.0
2023,2020-641,77.0,70.0,75.0
2023,2020-642,63.0,,79.0
2023,2020-643,73.0,63.0,83.0
2023,2020-644,72.0,66.0,70.0
2023,2020-645,56.0,53.0,55.0
2023,2020-646,65.0,62.0,68.0
2023,2020-647,68.0,,67.0
2023,2020-648,72.0,71.0,76.0
2023,2020-649,71.0,62.0,72.0
2023,2020-65,55.0,47.0,52.0
2023,2020-650,67.0,63.0,70.0
2023,2020-651,85.0,75.0,98.0
2023,2020-652,70.0,,71.0
2023,2020-653,80.0,70.0,84.0
2023,2020-654,68.0,63.0,70.0
2023,2020-655,67.0,62.0,89.0
2023,2020-656,77.0,72.0,93.0
2023,2020-657,66.0,61.0,68.0
2023,2020-658,74.0,73.0,77.0
2023,2020-659,73.0,66.0,72.0
2023,2020-66,64.0,58.0,60.0
2023,2020-660,62.0,,60.0
2023,2020-661,62.0,,86.0
2023,2020-662,44.0,34.0,44.0
2023,2020-663,51.0,48.0,52.0
2023,2020-664,55.0,51.0,56.0
2023,2020-665,82.0,81.0,81.0
2023,2020-666,71.0,62.0,68.0
2023,2020-667,75.0,67.0,72.0
2023,2020-668,78.0,70.0,75.0
2023,2020-669,67.0,58.0,69.0
2023,2020-67,58.0,55.0,77.0
2023,2020-670,70.0,64.0,65.0
2023,2020-671,70.0,69.0,67.0
2023,2020-672,84.0,78.0,88.0
2023,2020-673,57.0,,57.0
2023,2020-674,78.0,68.0,76.0
2023,2020-675,69.0,68.0,89.0
2023,2020-676,82.0,79.0,100.0
2023,2020-677,85.0,83.0,98.0
2023,2020-678,73.0,,75.0
2023,2020-679,56.0,50.0,59.0
2023,2020-68,67.0,63.0,66.0
2023,2020-680,85.0,75.0,93.0
2023,2020-681,90.0,80.0,93.0
2023,2020-682,64.0,60.0,65.0
2023,2020-683,71.0,,93.0
2023,2020-684,58.0,51.0,78.0
2023,2020-685,51.0,49.0,48.0
2023,2020-686,84.0,81.0,100.0
2023,2020-687,66.0,,69.0
2023,2020-688,87.0,,92.0
2023,2020-689,78.0,71.0,78.0
2023,2020-69,65.0,63.0,61.0
2023,2020-690,70.0,63.0,66.0
2023,2020-691,66.0,60.0,81.0
2023,2020-692,68.0,59.0,70.0
2023,2020-693,74.0,68.0,93.0
2023,2020-694,82.0,76.0,79.0
2023,2020-695,82.0,76.0,78.0
2023,2020-696,67.0,62.0,86.0
2023,2020-697,71.0,62.0,90.0
2023,2020-698,92.0,91.0,93.0
2023,2020-699,62.0,61.0,80.0
2023,2020-7,72.0,71.0,71.0
2023,2020-70,81.0,76.0,79.0
2023,2020-700,76.0,71.0,74.0
2023,2020-701,73.0,71.0,69.0
2023,2020-702,56.0,50.0,66.0
2023,2020-703,67.0,59.0,68.0
2023,2020-704,44.0,42.0,46.0
2023,2020-705,70.0,,73.0
2023,2020-706,72.0,67.0,68.0
2023,2020-707,88.0,82.0,100.0
2023,2020-708,60.0,52.0,64.0
2023,2020-709,56.0,,63.0
2023,2020-71,66.0,60.0,78.0
2023,2020-710,63.0,58.0,60.0
2023,2020-711,88.0,83.0,100.0
2023,2020-712,93.0,91.0,88.0
2023,2020-713,74.0,66.0,98.0
2023,2020-714,74.0,68.0,77.0
2023,2020-715,68.0,,65.0
2023,2020-716,54.0,46.0,71.0
2023,2020-717,64.0,,68.0
2023,2020-718,61.0,56.0,56.0
2023,2020-719,70.0,62.0,69.0
2023,2020-72,60.0,52.0,80.0
2023,2020-720,56.0,,57.0
2023,2020-721,70.0,64.0,90.0
2023,2020-722,75.0,69.0,87.0
2023,2020-723,67.0,64.0,68.0
2023,2020-724,67.0,,64.0
2023,2020-725,75.0,71.0,70.0
2023,2020-726,76.0,72.0,75.0
2023,2020-727,62.0,61.0,58.0
2023,2020-728,53.0,45.0,53.0
2023,2020-729,73.0,68.0,77.0
2023,2020-73,72.0,71.0,89.0
2023,2020-730,72.0,67.0,69.0
2023,2020-731,78.0,75.0,74.0
2023,2020-732,75.0,72.0,72.0
2023,2020-733,59.0,49.0,62.0
2023,2020-734,76.0,72.0,74.0
2023,2020-735,56.0,48.0,59.0
2023,2020-736,77.0,68.0,75.0
2023,2020-737,77.0,72.0,77.0
2023,2020-738,72.0,69.0,68.0
2023,2020-739,90.0,80.0,90.0
2023,2020-74,77.0,70.0,72.0
2023,2020-740,59.0,52.0,63.0
2023,2020-741,74.0,71.0,69.0
2023,2020-742,69.0,68.0,69.0
2023,2020-743,58.0,55.0,62.0
2023,2020-744,60.0,53.0,63.0
2023,2020-745,69.0,67.0,79.0
2023,2020-746,70.0,64.0,75.0
2023,2020-747,58.0,51.0,62.0
2023,2020-748,71.0,65.0,66.0
2023,2020-749,64.0,57.0,60.0
2023,2020-75,56.0,55.0,54.0
2023,2020-750,59.0,54.0,56.0
2023,2020-751,61.0,55.0,60.0
2023,2020-752,63.0,54.0,58.0
2023,2020-753,73.0,65.0,75.0
2023,2020-754,65.0,63.0,66.0
2023,2020-755,74.0,71.0,75.0
2023,2020-756,86.0,83.0,90.0
2023,2020-757,67.0,66.0,87.0
2023,2020-758,66.0,61.0,62.0
2023,2020-759,58.0,51.0,53.0
2023,2020-76,73.0,,94.0
2023,2020-760,62.0,,58.0
2023,2020-761,75.0,65.0,74.0
2023,2020-762,90.0,89.0,94.0
2023,2020-763,61.0,54.0,83.0
2023,2020-764,84.0,83.0,81.0
2023,2020-765,56.0,50.0,56.0
2023,2020-766,38.0,33.0,49.0
2023,2020-767,76.0,69.0,80.0
2023,2020-768,77.0,69.0,78.0
2023,2020-769,68.0,,67.0
2023,2020-77,65.0,64.0,65.0
2023,2020-770,70.0,69.0,71.0
2023,2020-771,71.0,62.0,66.0
2023,2020-772,69.0,62.0,66.0
2023,2020-773,68.0,67.0,68.0
2023,2020-774,71.0,62.0,68.0
2023,2020-775,64.0,54.0,65.0
2023,2020-776,79.0,75.0,77.0
2023,2020-777,61.0,57.0,64.0
2023,2020-778,74.0,64.0,69.0
2023,2020-779,59.0,55.0,55.0
2023,2020-78,81.0,,92.0
2023,2020-780,69.0,,66.0
2023,2020-781,74.0,64.0,75.0
2023,2020-782,63.0,,61.0
2023,2020-783,73.0,63.0,77.0
2023,2020-784,73.0,64.0,91.0
2023,2020-785,73.0,69.0,74.0
2023,2020-786,76.0,75.0,78.0
2023,2020-787,75.0,66.0,76.0
2023,2020-788,72.0,67.0,72.0
2023,2020-789,69.0,63.0,70.0
2023,2020-79,71.0,62.0,82.0
2023,2020-790,66.0,59.0,63.0
2023,2020-791,74.0,73.0,78.0
2023,2020-792,74.0,73.0,71.0
2023,2020-793,68.0,64.0,66.0
2023,2020-794,62.0,53.0,64.0
2023,2020-795,71.0,70.0,76.0
2023,2020-796,64.0,61.0,63.0
2023,2020-797,63.0,59.0,71.0
2023,2020-798,73.0,66.0,89.0
2023,2020-799,62.0,58.0,75.0
2023,2020-8,77.0,69.0,72.0
2023,2020-80,83.0,81.0,94.0
2023,2020-800,77.0,,78.0
2023,2020-801,74.0,71.0,81.0
2023,2020-802,70.0,61.0,87.0
2023,2020-803,76.0,67.0,73.0
2023,2020-804,59.0,50.0,64.0
2023,2020-805,76.0,72.0,78.0
2023,2020-806,71.0,68.0,72.0
2023,2020-807,91.0,82.0,92.0
2023,2020-808,58.0,51.0,70.0
2023,2020-809,91.0,,86.0
2023,2020-81,73.0,64.0,97.0
2023,2020-810,72.0,66.0,91.0
2023,2020-811,73.0,72.0,73.0
2023,2020-812,61.0,56.0,57.0
2023,2020-813,99.0,93.0,94.0
2023,2020-814,72.0,,73.0
2023,2020-815,75.0,66.0,82.0
2023,2020-816,100.0,97.0,95.0
2023,2020-817,65.0,62.0,60.0
2023,2020-818,50.0,,46.0
2023,2020-819,80.0,75.0,83.0
2023,2020-82,61.0,52.0,63.0
2023,2020-820,64.0,56.0,61.0
2023,2020-821,82.0,76.0,83.0
2023,2020-822,65.0,55.0,60.0
2023,2020-823,78.0,71.0,81.0
2023,2020-824,74.0,66.0,75.0
2023,2020-825,77.0,76.0,79.0
2023,2020-826,70.0,65.0,72.0
2023,2020-827,82.0,77.0,80.0
2023,2020-828,85.0,83.0,89.0
2023,2020-829,67.0,66.0,89.0
2023,2020-83,58.0,55.0,53.0
2023,2020-830,63.0,59.0,58.0
2023,2020-831,59.0,54.0,77.0
2023,2020-832,74.0,64.0,88.0
2023,2020-833,62.0,56.0,58.0
2023,2020-834,82.0,73.0,78.0
2023,2020-835,57.0,48.0,55.0
2023,2020-836,60.0,56.0,59.0
2023,2020-837,76.0,68.0,74.0
2023,2020-838,73.0,65.0,68.0
2023,2020-839,82.0,80.0,80.0
2023,2020-84,88.0,78.0,95.0
2023,2020-840,73.0,70.0,91.0
2023,2020-841,53.0,49.0,72.0
2023,2020-842,72.0,65.0,71.0
2023,2020-843,76.0,70.0,89.0
2023,2020-844,65.0,59.0,83.0
2023,2020-845,71.0,68.0,75.0
2023,2020-846,62.0,55.0,60.0
2023,2020-847,39.0,,53.0
2023,2020-848,79.0,70.0,99.0
2023,2020-849,77.0,70.0,73.0
2023,2020-85,59.0,55.0,60.0
2023,2020-850,63.0,59.0,66.0
2023,2020-851,54.0,,57.0
2023,2020-852,82.0,73.0,85.0
2023,2020-853,77.0,74.0,81.0
2023,2020-854,66.0,64.0,67.0
2023,2020-855,62.0,55.0,58.0
2023,2020-856,62.0,58.0,68.0
2023,2020-857,76.0,73.0,75.0
2023,2020-858,56.0,46.0,58.0
2023,2020-859,72.0,64.0,70.0
2023,2020-86,75.0,65.0,72.0
2023,2020-860,65.0,59.0,61.0
2023,2020-861,76.0,68.0,76.0
2023,2020-862,86.0,81.0,92.0
2023,2020-863,73.0,67.0,76.0
2023,2020-864,84.0,,84.0
2023,2020-865,79.0,77.0,77.0
2023,2020-866,73.0,,72.0
2023,2020-867,70.0,60.0,66.0
2023,2020-868,72.0,65.0,82.0
2023,2020-869,82.0,76.0,100.0
2023,2020-87,38.0,33.0,33.0
2023,2020-870,63.0,60.0,67.0
2023,2020-871,91.0,89.0,88.0
2023,2020-872,75.0,74.0,76.0
2023,2020-873,65.0,63.0,60.0
2023,2020-874,74.0,72.0,83.0
2023,2020-875,68.0,64.0,69.0
2023,2020-876,66.0,58.0,68.0
2023,2020-877,86.0,81.0,86.0
2023,2020-878,78.0,,75.0
2023,2020-879,74.0,65.0,90.0
2023,2020-88,67.0,,69.0
2023,2020-880,87.0,77.0,90.0
2023,2020-881,83.0,,82.0
2023,2020-882,67.0,57.0,70.0
2023,2020-883,63.0,,59.0
2023,2020-884,76.0,73.0,78.0
2023,2020-885,60.0,52.0,72.0
2023,2020-886,76.0,71.0,75.0
2023,2020-887,62.0,54.0,70.0
2023,2020-888,78.0,77.0,76.0
2023,2020-889,85.0,75.0,86.0
2023,2020-89,71.0,63.0,69.0
2023,2020-890,69.0,61.0,70.0
2023,2020-891,41.0,34.0,39.0
2023,2020-892,76.0,74.0,79.0
2023,2020-893,60.0,51.0,56.0
2023,2020-894,60.0,58.0,64.0
2023,2020-895,68.0,62.0,66.0
2023,2020-896,57.0,54.0,61.0
2023,2020-897,73.0,71.0,94.0
2023,2020-898,65.0,58.0,63.0
2023,2020-899,77.0,74.0,72.0
2023,2020-9,65.0,61.0,60.0
2023,2020-90,80.0,74.0,80.0
2023,2020-900,86.0,82.0,83.0
2023,2020-901,68.0,66.0,91.0
2023,2020-902,82.0,76.0,78.0
2023,2020-903,71.0,,69.0
2023,2020-904,69.0,65.0,68.0
2023,2020-905,52.0,47.0,54.0
2023,2020-906,72.0,,95.0
2023,2020-907,74.0,73.0,70.0
2023,2020-908,62.0,52.0,63.0
2023,2020-909,77.0,68.0,93.0
2023,2020-91,77.0,,77.0
2023,2020-910,75.0,69.0,97.0
2023,2020-911,62.0,60.0,85.0
2023,2020-912,60.0,50.0,55.0
2023,2020-913,63.0,58.0,87.0
2023,2020-914,71.0,61.0,66.0
2023,2020-915,74.0,65.0,69.0
