starting_year,weekday,level,amount
2023,Th,Fr,6.98
2023,Tu,Fr,19.53
2023,Mo,Fr,9.2
2023,Th,Fr,3.19
2023,Fr,Fr,8.43
2023,Sa,Se,4.04
2023,Tu,Ju,31.26
2023,Tu,Fr,17.67
2023,Tu,So,14.61
2023,Th,Fr,14.63
2023,Th,So,4.58
2023,We,Se,19.32
2023,Fr,Fr,12.76
2023,Mo,Ju,15.46
2023,Tu,Fr,2.8
2023,We,Fr,13.42
2023,Tu,Ju,27.29
2023,We,Se,29.68
2023,Tu,Fr,3.75
2023,Fr,Fr,19.86
2023,Tu,Fr,11.06
2023,Th,Fr,2.72
2023,Mo,Fr,4.84
2023,We,So,15.21
2023,Mo,So,24.55
2023,Fr,Fr,12.23
2023,Tu,So,11.59
2023,Th,Fr,1.0
2023,Tu,Fr,13.09
2023,Tu,Ju,0.98
2023,Fr,Fr,17.45
2023,Mo,So,16.18
2023,Tu,Fr,16.91
2023,We,So,14.75
2023,Tu,Fr,9.93
2023,We,Fr,13.72
2023,Th,Se,12.24
2023,Th,Fr,18.28
2023,We,Fr,11.72
2023,Th,Fr,5.31
2023,Th,Ju,11.93
2023,Tu,Fr,0.8
2023,Th,Fr,19.27
2023,Mo,Fr,5.07
2023,Fr,Fr,16.17
2023,We,Fr,6.95
2023,Th,Se,24.2
2023,We,Fr,4.22
2023,Tu,Fr,7.28
2023,Th,So,24.59
2023,We,Ju,10.9
2023,Tu,Fr,18.68
2023,Fr,Fr,6.83
2023,We,Ju,24.77
2023,We,Fr,8.26
2023,Th,Ju,26.4
2023,Tu,Fr,10.99
2023,Th,Se,37.58
2023,Mo,Fr,9.37
2023,Tu,Se,28.04
2023,We,So,22.94
2023,Fr,Fr,8.42
2023,Tu,Fr,3.91
2023,Tu,Fr,6.18
2023,We,Fr,13.55
2023,Th,Fr,4.87
2023,Tu,Fr,5.3
2023,Th,Fr,13.52
2023,We,So,8.95
2023,Sa,So,22.0
2023,Tu,Fr,17.13
2023,Th,Fr,12.59
2023,Fr,So,10.07
2023,We,Ju,19.93
2023,Tu,Ju,26.47
2023,Fr,Se,35.43
2023,Th,So,3.46
2023,We,So,12.91
2023,Su,So,4.26
2023,Mo,Fr,10.34
2023,Tu,Ju,18.05
2023,Tu,So,14.1
2023,Tu,So,15.22
2023,We,So,23.5
2023,We,Fr,10.67
2023,Tu,So,5.54
2023,Mo,Ju,19.02
2023,Tu,Fr,6.09
2023,Fr,Fr,14.32
2023,Sa,Se,11.73
2023,We,Ju,29.54
2023,Mo,Se,10.82
2023,Fr,So,4.36
2023,Tu,Fr,9.95
2023,Mo,Fr,15.22
2023,Mo,Fr,11.94
2023,Mo,Fr,14.09
2023,Su,Fr,13.85
2023,We,So,10.93
2023,Th,Fr,17.61
2023,Fr,So,25.38
2023,Fr,Ju,32.82
2023,Th,Fr,1.14
2023,Fr,Fr,15.49
2023,Fr,Fr,14.78
2023,We,Fr,2.23
2023,Tu,Fr,12.92
2023,Mo,Fr,18.21
2023,Tu,Fr,16.6
2023,Mo,Fr,12.96
2023,Tu,Se,4.7
2023,Th,Fr,0.35
2023,Th,Fr,6.0
2023,Su,So,3.54
2023,Th,Se,2.4
2023,Fr,Fr,19.18
2023,Mo,Fr,15.55
2023,Fr,Fr,5.11
2023,We,Fr,8.11
2023,Tu,Fr,2.02
2023,We,Fr,4.48
2023,Tu,Fr,8.11
2023,Tu,Fr,17.44
2023,Mo,Fr,1.57
2023,Fr,Fr,9.52
2023,Tu,Fr,18.36
2023,Tu,So,4.61
2023,Mo,Fr,1.65
2023,We,Fr,6.84
2023,We,Fr,4.44
2023,Th,Ju,24.43
2023,Mo,Se,8.07
2023,We,Fr,11.87
2023,Mo,So,9.2
2023,We,Se,3.5
2023,Su,Fr,3.69
2023,Fr,Ju,30.03
2023,Sa,Fr,12.65
2023,Mo,Se,11.4
2023,Fr,Fr,17.63
2023,We,Fr,10.42
2023,Mo,So,25.72
2023,Fr,Fr,1.76
2023,Th,Fr,18.8
2023,Tu,Se,9.77
2023,Tu,So,11.82
2023,Tu,Fr,16.25
2023,Tu,Fr,5.68
2023,Mo,So,20.01
2023,Th,Fr,12.13
2023,Tu,Fr,16.04
2023,We,Fr,3.6
2023,Mo,Fr,16.66
2023,Tu,Se,40.78
2023,Su,So,8.18
2023,We,So,11.94
2023,Tu,Fr,3.4
2023,Su,Fr,4.8
2023,Tu,Fr,11.71
2023,Mo,Fr,8.81
2023,Th,Ju,11.01
2023,Th,So,6.96
2023,We,So,3.34
2023,Su,Fr,1.14
2023,Fr,Fr,10.18
2023,We,Ju,25.11
2023,Th,Fr,16.41
2023,Tu,Fr,4.37
2023,Mo,Se,10.27
2023,Tu,Fr,7.35
2023,Fr,Se,14.19
2023,We,Fr,15.78
2023,Su,Fr,19.83
2023,Th,Fr,12.26
2023,We,Fr,6.17
2023,Mo,Fr,16.0
2023,Tu,So,25.19
2023,Tu,Fr,7.4
2023,Mo,Fr,9.47
2023,Tu,Fr,7.74
2023,Su,Fr,2.13
2023,Tu,Ju,4.23
2023,Mo,Fr,19.94
2023,Tu,Fr,14.05
2023,Tu,So,13.69
2023,Tu,Fr,18.38
2023,Fr,So,14.92
2023,Th,So,25.56
2023,Mo,Fr,11.99
2023,Mo,Fr,5.8
2023,Tu,Fr,14.5
2023,Th,Fr,10.29
2023,Tu,Fr,1.6
2023,Th,So,3.93
2023,Tu,Ju,6.99
2023,Fr,Fr,9.65
2023,Fr,Se,3.6
2023,Mo,Ju,28.3
2023,We,Fr,1.26
2023,Sa,Fr,8.53
2023,Th,Ju,2.29
2023,Mo,Fr,0.04
2023,Fr,Fr,4.66
2023,We,Fr,0.62
2023,We,Ju,31.22
2023,Su,So,7.45
2023,Su,Fr,15.77
2023,Th,Se,13.32
2023,We,Fr,9.97
2023,Su,Fr,0.17
2023,Mo,Fr,3.97
2023,Th,Ju,17.21
2023,Fr,So,18.09
2023,Tu,So,9.15
2023,Tu,So,7.09
2023,We,So,7.16
2023,Fr,Se,25.26
2023,We,Se,33.11
2023,Mo,Fr,4.56
2023,Fr,Fr,17.34
2023,We,Fr,1.69
2023,We,Fr,9.8
2023,Su,Fr,12.86
2023,Tu,Fr,1.35
2023,Tu,Fr,7.17
2023,Fr,Ju,9.23
2023,We,Fr,19.19
2023,We,Se,5.55
2023,Tu,Fr,15.37
2023,We,Fr,3.29
2023,Mo,Fr,13.98
2023,Mo,So,1.41
2023,We,Se,10.67
2023,Tu,Fr,1.03
2023,We,Se,38.11
2023,We,So,0.34
2023,Th,Ju,6.86
2023,Th,Fr,11.43
2023,Fr,Fr,5.53
2023,Su,So,20.72
2023,Tu,Fr,15.69
2023,Mo,So,4.21
2023,Tu,Fr,10.65
2023,Th,Se,2.12
2023,Sa,So,18.37
2023,Su,Fr,3.94
2023,Tu,Fr,12.39
2023,Su,Ju,22.33
2023,We,Fr,11.27
2023,Tu,So,24.89
2023,Fr,Ju,9.77
2023,Th,Fr,3.75
2023,Th,Fr,19.01
2023,Tu,Fr,13.65
2023,Fr,Fr,3.19
2023,Tu,Fr,7.77
2023,Su,Fr,12.29
2023,Tu,So,13.25
2023,Tu,So,21.13
2023,Fr,Ju,17.87
2023,Th,Se,18.46
2023,We,Fr,13.11
2023,Th,Ju,17.88
2023,Th,Fr,8.13
2023,Th,Fr,10.99
2023,Th,So,21.79
2023,Fr,Se,23.08
2023,We,Fr,19.85
2023,Tu,So,15.72
2023,Th,Fr,6.05
2023,Tu,Fr,6.81
2023,Tu,Se,24.81
2023,Tu,Fr,2.83
2023,Fr,Fr,8.03
2023,Fr,Fr,4.14
2023,Tu,So,21.35
2023,Sa,Fr,13.81
2023,Fr,So,6.53
2023,Fr,Se,40.97
2023,Sa,Fr,8.19
2023,Th,So,25.35
2023,We,Fr,12.65
2023,Th,Fr,18.82
2023,Mo,Fr,9.52
2023,Mo,Fr,12.11
2023,Fr,Ju,15.66
2023,Mo,Fr,7.34
2023,Mo,So,20.58
2023,Tu,So,5.82
2023,Tu,So,15.41
2023,We,So,15.35
2023,We,Se,12.53
2023,Th,Fr,16.4
2023,We,Ju,13.03
2023,Mo,Fr,9.92
2023,Mo,Fr,8.72
2023,We,Fr,0.21
2023,Fr,Fr,5.39
2023,Th,Fr,0.3
2023,Mo,Fr,18.97
2023,Mo,So,1.45
2023,Th,Ju,18.42
2023,We,So,12.26
2023,We,Se,34.9
2023,Mo,Ju,14.87
2023,Th,Ju,2.99
2023,Fr,So,24.85
2023,Tu,Fr,8.62
2023,Th,Fr,5.81
2023,Mo,Ju,21.1
2023,Mo,Fr,0.64
2023,Tu,Fr,13.87
2023,Th,Fr,6.47
2023,Th,Ju,32.49
2023,Th,Fr,16.71
2023,Tu,Fr,16.55
2023,Tu,Fr,7.61
2023,We,Fr,0.49
2023,We,Ju,24.37
2023,Th,Fr,7.03
2023,Fr,So,6.91
2023,We,Fr,16.2
2023,We,Fr,19.27
2023,Th,Fr,12.55
2023,We,Fr,2.68
2023,Tu,Fr,13.92
2023,Th,Ju,21.23
2023,Mo,Fr,19.37
2023,Th,Se,3.51
2023,Fr,Fr,7.08
2023,Fr,So,6.31
2023,Mo,Ju,23.56
2023,Fr,Fr,16.58
2023,Tu,Fr,8.6
2023,We,So,15.21
2023,Th,So,8.81
2023,Fr,Fr,0.81
2023,Th,Fr,10.33
2023,We,So,0.4
2023,Tu,Fr,17.03
2023,Fr,Fr,5.82
2023,We,Se,3.43
2023,Tu,Fr,0.98
2023,Fr,Fr,7.32
2023,Th,So,9.92
2023,Su,Ju,5.59
2023,Tu,Fr,16.53
2023,Tu,Fr,7.18
2023,We,So,4.28
2023,Su,Fr,5.51
2023,Tu,So,20.41
2023,Th,So,22.4
2023,We,Fr,5.01
2023,Th,Fr,7.29
2023,Th,So,18.83
2023,Fr,Fr,15.68
2023,We,Fr,0.62
2023,Fr,So,1.41
2023,Tu,So,3.35
2023,Th,So,22.01
2023,Mo,Fr,5.15
2023,Su,Fr,4.64
2023,Fr,Ju,6.72
2023,We,Fr,15.16
2023,Th,Ju,29.52
2023,We,Ju,8.16
2023,Th,So,23.56
2023,Tu,Fr,17.4
2023,Fr,Fr,12.16
2023,Mo,Fr,5.15
2023,Tu,Fr,8.41
2023,Mo,Fr,1.98
2023,We,Fr,11.7
2023,Sa,Fr,17.81
2023,We,So,8.57
2023,We,Fr,4.7
2023,We,Fr,13.33
2023,Tu,Fr,18.15
2023,We,Fr,19.85
2023,Fr,So,23.58
2023,Th,So,14.72
2023,Mo,Fr,9.03
2023,Fr,Fr,10.22
2023,Mo,Se,21.63
2023,Tu,Se,21.24
2023,Fr,Fr,0.42
2023,We,So,16.51
2023,Su,Ju,31.93
2023,Mo,Fr,17.41
2023,Tu,Fr,12.4
2023,Su,Fr,8.16
2023,Tu,Se,6.98
2023,Mo,Se,29.83
2023,Tu,Ju,3.18
2023,Sa,Fr,10.49
2023,Sa,So,17.01
2023,Mo,Fr,12.24
2023,Fr,Fr,4.83
2023,Mo,Se,12.41
2023,We,Ju,28.41
2023,Tu,Fr,10.31
2023,Fr,Fr,9.94
2023,Mo,Ju,30.8
2023,We,Se,24.2
2023,Th,So,8.71
2023,Tu,Fr,11.28
2023,Fr,Fr,6.83
2023,Mo,Fr,19.1
2023,We,Fr,18.65
2023,Mo,Ju,9.05
2023,Tu,Fr,14.59
2023,Mo,Ju,26.05
2023,Th,Se,20.22
2023,We,So,24.04
2023,Sa,Fr,19.81
2023,Fr,Fr,4.75
2023,Tu,Fr,14.54
2023,We,Se,18.04
2023,Su,So,19.16
2023,Mo,Ju,29.1
2023,We,Fr,11.46
2023,We,Ju,22.9
2023,Th,Fr,15.33
2023,Tu,Ju,5.58
2023,Tu,Fr,0.79
2023,We,Fr,19.98
2023,Tu,Fr,1.67
2023,Mo,Fr,3.75
2023,Mo,Fr,4.95
2023,Mo,Fr,11.39
2023,Tu,So,22.57
2023,Th,Fr,15.96
2023,Th,Fr,14.41
2023,Mo,So,0.12
2023,We,Fr,14.44
2023,Tu,Fr,10.37
2023,Th,Fr,5.55
2023,We,Ju,25.45
2023,Tu,Fr,8.82
2023,We,Fr,15.08
2023,We,Fr,17.04
2023,Th,Ju,2.0
2023,We,So,23.07
2023,Fr,Fr,9.0
2023,We,Ju,22.98
2023,We,Fr,14.74
2023,Tu,Fr,7.42
2023,We,Ju,31.14
2023,Th,Ju,3.3
2023,Th,Fr,4.15
2023,Th,Fr,15.67
2023,Tu,So,11.77
2023,Th,Fr,13.73
2023,Tu,Fr,4.61
2023,We,So,22.18
2023,Tu,So,22.89
2023,Th,Fr,11.18
2023,Tu,So,11.38
2023,We,Fr,11.37
2023,Fr,Fr,5.4
2023,Mo,Se,27.23
2023,We,Ju,7.98
2023,Tu,Fr,1.09
2023,We,Fr,10.32
2023,Su,So,8.68
2023,Mo,Fr,12.26
2023,Th,Ju,6.57
2023,We,Ju,9.74
2023,Mo,Fr,0.41
2023,Fr,Fr,4.77
2023,We,Fr,11.37
2023,Th,Ju,14.97
2023,We,Fr,14.68
2023,Mo,Fr,18.82
2023,Sa,So,2.27
2023,We,Fr,18.49
2023,Tu,So,10.02
2023,Su,Fr,19.42
2023,Th,Ju,3.76
2023,Th,Fr,3.44
2023,We,Se,13.79
2023,Fr,So,7.96
2023,Mo,Fr,9.01
2023,Tu,Fr,0.28
2023,Mo,Fr,3.0
2023,Mo,So,8.55
2023,Mo,Fr,4.65
2023,Tu,Ju,4.57
2023,Fr,Fr,19.53
2023,Th,Fr,11.58
2023,Tu,Fr,17.76
2023,Fr,Ju,15.39
2023,Th,So,14.04
2023,We,Fr,13.16
2023,Mo,So,12.98
2023,Th,So,22.31
2023,Tu,Fr,9.2
2023,Mo,So,16.4
2023,Fr,So,8.53
2023,Fr,Ju,18.27
2023,Mo,Fr,18.81
2023,Tu,Ju,4.69
2023,Th,So,22.64
2023,Sa,Se,26.19
2023,Mo,Fr,15.22
2023,Mo,Fr,15.91
2023,Th,Fr,5.87
2023,We,Fr,2.32
2023,We,Fr,7.54
2023,We,So,3.42
2023,Tu,Fr,11.27
2023,We,Fr,16.75
2023,Mo,Fr,8.23
2023,Th,So,15.41
2023,Tu,Fr,6.22
2023,Mo,Fr,17.58
2023,We,Ju,23.46
2023,We,Fr,12.8
2023,Mo,Fr,2.92
2023,Fr,Fr,4.27
2023,Su,Fr,10.47
2023,Tu,Fr,18.97
2023,We,Fr,12.16
2023,Mo,Fr,12.48
2023,We,Fr,5.71
2023,Fr,Fr,8.63
2023,Fr,Fr,5.53
2023,We,Fr,15.56
2023,Th,So,4.67
2023,We,So,24.33
2023,Th,Ju,25.83
2023,We,Fr,3.08
2023,Mo,Fr,9.53
2023,Th,Fr,7.83
2023,Th,Se,27.4
2023,Mo,So,17.16
2023,Sa,Fr,0.71
2023,Th,So,16.12
2023,Th,Fr,10.2
2023,Tu,Ju,8.95
2023,Th,Fr,19.61
2023,We,Fr,8.93
2023,Tu,Fr,12.06
2023,Th,Fr,9.78
2023,Fr,Ju,6.0
2023,Fr,Fr,14.95
2023,Tu,Fr,6.87
2023,Tu,So,14.92
2023,Tu,Fr,10.99
2023,We,Ju,20.61
2023,We,Fr,8.6
2023,Fr,Fr,3.09
2023,Tu,Ju,26.26
2023,Th,Fr,19.0
2023,Su,Fr,14.25
2023,Th,Fr,8.12
2023,Su,Fr,3.25
2023,Th,Fr,11.88
2023,We,So,13.37
2023,We,Fr,4.75
2023,Th,Fr,7.29
2023,We,Se,7.34
2023,Tu,Fr,10.85
2023,We,Fr,4.56
2023,Su,Fr,8.58
2023,Tu,Fr,1.27
2023,Su,Fr,18.32
2023,Tu,Fr,10.13
2023,We,Fr,15.35
2023,Mo,So,24.22
2023,Mo,So,5.55
2023,We,Fr,1.43
2023,We,Fr,14.18
2023,Mo,Fr,10.33
2023,We,So,14.33
2023,We,Fr,19.03
2023,Fr,Fr,18.66
2023,Tu,Fr,19.23
2023,Fr,Ju,31.16
2023,Mo,So,6.86
2023,Tu,Fr,2.67
2023,We,Fr,16.22
2023,Th,Fr,4.1
2023,Th,Fr,14.72
2023,Th,Ju,29.52
2023,We,Fr,12.73
2023,Tu,Fr,2.94
2023,Tu,Se,41.02
2023,We,So,9.63
2023,Th,So,10.98
2023,Tu,Fr,8.84
2023,Tu,So,21.11
2023,We,Fr,9.6
2023,Th,So,7.96
2023,We,Fr,2.4
2023,Th,Fr,19.43
2023,We,Fr,18.07
2023,Th,Fr,16.1
2023,Tu,Ju,24.83
2023,We,Se,21.42
2023,Th,Fr,2.56
2023,Mo,Fr,2.66
2023,Tu,Fr,5.75
2023,Fr,Fr,15.79
2023,Th,Ju,7.84
2023,Tu,Fr,3.56
2023,We,Ju,32.64
2023,Mo,Fr,15.42
2023,Fr,Ju,8.41
2023,Su,So,14.65
2023,We,Fr,13.4
2023,Tu,So,19.76
2023,We,Se,23.92
2023,Tu,Fr,8.62
2023,Sa,Fr,19.1
2023,Tu,So,19.21
2023,Mo,Ju,20.91
2023,Th,Ju,1.28
2023,We,Se,27.72
2023,We,Ju,31.33
2023,Sa,Fr,19.31
2023,Th,Fr,16.96
2023,Th,Fr,13.7
2023,Tu,Fr,1.11
2023,Th,Fr,9.9
2023,Tu,Fr,0.31
2023,We,Fr,4.19
2023,Fr,Fr,12.09
2023,Su,Fr,11.13
2023,Tu,Ju,17.96
2023,We,Fr,9.31
2023,Tu,So,2.71
2023,We,Fr,16.84
2023,Th,Fr,8.97
2023,Fr,Ju,27.02
2023,Mo,Fr,14.28
2023,Mo,Se,5.53
2023,Mo,Fr,6.85
2023,Mo,Fr,11.82
2023,Tu,Fr,2.27
2023,We,Fr,2.36
2023,We,Fr,17.08
2023,Tu,Fr,2.0
2023,We,Fr,2.95
2023,Tu,So,18.07
2023,Tu,Ju,30.83
2023,Mo,So,5.97
2023,Tu,Ju,27.79
2023,Th,Fr,6.84
2023,Mo,Ju,11.1
2023,Su,Ju,15.77
2023,Fr,Fr,14.95
2023,Fr,Ju,2.67
2023,Tu,Fr,12.21
2023,We,Fr,5.53
2023,Tu,Fr,0.64
2023,We,Ju,0.88
2023,Tu,Fr,16.45
2023,Tu,Fr,3.87
2023,Fr,Ju,32.44
2023,We,Fr,8.19
2023,Th,Ju,27.52
2023,Th,So,11.55
2023,We,Fr,14.31
2023,We,Fr,13.57
2023,Tu,So,5.99
2023,Tu,Se,4.24
2023,Tu,So,9.14
2023,Mo,Fr,17.65
2023,Fr,Ju,9.51
2023,Th,Fr,9.85
2023,Mo,So,2.51
2023,Fr,Fr,9.52
2023,Su,Fr,14.36
2023,We,Fr,3.25
2023,Mo,Fr,16.1
2023,Su,Fr,1.4
2023,Tu,Se,14.64
2023,Th,So,4.55
2023,Tu,Se,16.63
2023,Su,Fr,2.77
2023,We,Fr,2.73
2023,We,Fr,7.78
2023,We,Se,36.34
2023,We,Fr,9.86
2023,Su,Fr,5.6
2023,Th,Fr,8.03
2023,Fr,Fr,3.04
2023,Th,Fr,8.3
2023,We,Fr,13.09
2023,Sa,Fr,11.47
2023,Tu,Fr,14.99
2023,Th,Ju,17.65
2023,Tu,Fr,11.43
2023,Th,Se,10.24
2023,Su,Fr,17.01
2023,Su,Se,10.83
2023,Fr,Fr,14.68
2023,We,Fr,18.92
2023,We,Fr,12.84
2023,Th,Fr,17.97
2023,We,Fr,16.86
2023,Fr,Se,15.25
2023,Mo,Fr,3.35
2023,Tu,So,24.18
2023,Th,Fr,12.48
2023,Th,So,20.95
2023,We,Se,24.62
2023,Th,Fr,11.76
2023,Mo,Fr,0.13
2023,We,Fr,14.05
2023,Mo,So,7.61
2023,Tu,Fr,11.89
2023,Th,Fr,4.93
2023,Tu,Se,29.12
2023,We,Fr,6.72
2023,Tu,Ju,6.08
2023,Mo,Fr,18.9
2023,Mo,Fr,12.09
2023,We,So,21.31
2023,Mo,So,12.77
2023,Fr,So,12.61
2023,Tu,Fr,4.4
2023,We,Ju,10.84
2023,We,Fr,0.37
2023,Th,Ju,19.43
2023,We,So,11.17
2023,Tu,So,25.03
2023,Tu,Fr,19.68
2023,Mo,Fr,14.37
2023,Su,Fr,9.29
2023,Mo,Fr,8.97
2023,Fr,Ju,19.2
2023,Su,Fr,5.1
2023,Mo,Ju,17.22
2023,We,Fr,6.63
2023,Th,Ju,6.39
2023,Tu,Fr,17.09
2023,We,Fr,5.04
2023,Tu,Fr,9.78
2023,We,Fr,6.05
2023,Th,Ju,17.17
2023,Tu,Fr,17.06
2023,Su,Fr,2.8
2023,Fr,Fr,3.86
2023,Fr,So,0.75
2023,We,So,14.11
2023,Th,So,6.36
2023,Tu,Se,8.96
2023,Tu,Fr,14.04
2023,Tu,Fr,16.58
2023,Sa,Ju,17.59
2023,Th,Fr,6.95
2023,Mo,Fr,16.81
2023,Mo,Fr,12.73
2023,Tu,Fr,11.56
2023,Th,Fr,3.88
2023,Su,Fr,4.64
2023,Mo,So,10.35
2023,We,Fr,16.11
2023,Tu,Fr,2.67
2023,We,Fr,12.92
2023,Mo,Fr,15.86
2023,Th,So,0.04
2023,Th,So,7.65
2023,Tu,Fr,3.61
2023,Tu,Ju,25.92
2023,Tu,Fr,0.29
2023,We,Fr,0.29
2023,Mo,Fr,14.58
2023,Mo,Fr,2.14
2023,We,Fr,19.19
2023,Tu,Ju,31.79
2023,We,Fr,19.5
2023,Sa,Se,30.13
2023,Fr,Fr,16.06
2023,Tu,Fr,16.21
2023,Mo,So,4.12
2023,Th,So,23.58
2023,Su,So,17.11
2023,Mo,So,2.21
2023,Tu,Fr,1.8
2023,We,Ju,30.32
2023,Tu,Fr,7.8
2023,Th,Se,13.32
2023,Tu,Fr,13.36
2023,Tu,Se,20.3
2023,We,Fr,7.79
2023,Tu,So,14.83
2023,We,Fr,0.13
2023,Th,So,2.75
2023,We,Fr,0.67
2023,Th,Fr,14.43
2023,Mo,Se,9.01
2023,Th,So,2.33
2023,Th,So,25.95
2023,Tu,Se,33.23
2023,Sa,Fr,11.66
2023,Sa,Ju,1.45
2023,Tu,So,12.77
2023,Th,Fr,16.41
2023,We,Se,9.75
2023,Th,Fr,14.32
2023,Th,Fr,18.34
2023,We,Fr,19.55
2023,Fr,Fr,1.93
2023,Tu,So,7.4
2023,We,Fr,3.32
2023,Tu,Ju,8.73
2023,Tu,So,23.96
2023,Tu,So,13.87
2023,Tu,Fr,5.73
2023,We,So,14.32
2023,Su,Ju,30.58
2023,Mo,Fr,0.19
2023,Tu,Fr,3.76
2023,Tu,Ju,7.21
2023,Th,Fr,5.44
2023,Th,Fr,8.22
2023,Fr,Fr,4.04
2023,Tu,So,14.62
2023,Tu,Ju,30.72
2023,Th,Fr,13.04
2023,Fr,Fr,7.74
2023,We,Fr,0.93
2023,Th,Ju,16.3
2023,Mo,Fr,8.57
2023,Tu,Fr,0.19
2023,Mo,Se,25.9
2023,Th,Fr,12.76
2023,Tu,So,25.23
2023,Tu,So,5.08
2023,We,Fr,3.93
2023,Tu,Fr,18.8
2023,Tu,Fr,15.79
2023,Su,Ju,16.92
2023,Tu,Fr,10.44
2023,Mo,Ju,20.3
2023,Tu,Fr,6.54
2023,Fr,Fr,0.5
2023,Tu,Fr,16.55
2023,We,Fr,7.8
2023,We,Fr,7.39
2023,Mo,So,24.17
2023,We,Se,14.88
2023,Fr,Fr,12.41
2023,Fr,Fr,3.61
2023,Th,So,13.49
2023,Mo,Fr,14.07
2023,Mo,Fr,8.63
2023,Tu,Fr,4.07
2023,Tu,Fr,18.5
2023,Tu,Se,30.17
2023,Th,Se,9.24
2023,Tu,Fr,6.47
2023,Mo,So,4.93
2023,Mo,So,13.28
2023,Mo,Fr,10.42
2023,We,Fr,14.9
2023,Mo,Fr,6.82
2023,Tu,Se,38.67
2023,Fr,Se,20.7
2023,Fr,So,11.71
2023,Mo,Ju,27.18
2023,Th,So,1.27
2023,Tu,Fr,9.93
2023,We,Fr,9.1
2023,We,So,10.94
2023,We,So,15.19
2023,We,Fr,11.69
2023,Th,Fr,7.15
2023,Th,So,2.12
2023,Tu,Fr,11.95
2023,Mo,Fr,11.87
2023,Mo,Fr,10.31
2023,Tu,Ju,16.25
2023,Su,So,2.72
2023,Th,Se,21.35
2023,Mo,Fr,11.76
2023,We,So,4.03
2023,We,Fr,16.72
2023,We,So,1.63
2023,Tu,So,3.62
2023,Th,Fr,13.71
2023,Th,Fr,14.38
2023,Tu,So,18.12
2023,Mo,So,21.17
2023,Tu,Fr,15.33
2023,Th,So,3.32
2023,Tu,Se,17.05
2023,Tu,Ju,9.2
2023,Tu,Fr,5.26
2023,Mo,Fr,18.25
2023,Mo,Fr,11.05
2023,Mo,Fr,12.12
2023,Th,So,20.08
2023,Fr,Fr,8.25
2023,Fr,So,4.11
2023,We,Ju,15.37
2023,Tu,So,25.03
2023,Fr,Fr,16.54
2023,Tu,Se,0.13
2023,We,Se,34.05
2023,Sa,Fr,2.06
2023,Mo,Fr,9.39
2023,Th,So,22.46
2023,We,Fr,15.35
2023,Tu,Fr,1.16
2023,Fr,Ju,13.03
2023,We,Fr,8.85
2023,Mo,Se,26.0
2023,Tu,Fr,0.08
2023,Tu,Fr,17.5
2023,Mo,So,18.28
2023,Tu,Ju,0.72
2023,Tu,Fr,12.5
2023,Tu,Fr,0.63
2023,We,Ju,4.48
2023,Mo,Se,0.27
2023,We,Fr,4.59
2023,Tu,Ju,16.64
2023,Tu,So,0.97
2023,Fr,Fr,6.65
2023,Th,Ju,27.11
2023,We,Fr,9.85
2023,Th,Ju,29.33
2023,We,Fr,4.22
2023,We,Fr,18.82
2023,Tu,Fr,12.53
2023,Th,Fr,18.22
2023,Tu,Se,21.9
2023,Tu,Ju,28.91
2023,Tu,Ju,16.16
2023,Fr,So,1.9
2023,Th,Ju,4.73
2023,Mo,So,10.27
2023,We,Fr,3.87
2023,Mo,Fr,12.82
2023,Tu,Fr,7.43
2023,Fr,Fr,19.4
2023,Sa,So,1.28
2023,Tu,Fr,11.69
2023,We,Fr,15.6
2023,Su,Ju,30.01
2023,We,Se,12.69
2023,Su,So,6.65
2023,Tu,Fr,17.18
2023,We,Fr,8.08
2023,We,So,11.99
2023,We,Fr,5.89
2023,Tu,Ju,3.92
2023,Tu,Ju,32.42
2023,Th,Fr,5.17
2023,Tu,So,8.55
2023,We,Se,37.38
2023,Tu,Fr,13.94
2023,Mo,So,6.65
2023,Tu,Fr,8.61
2023,Mo,Se,19.63
2023,Tu,Fr,17.68
2023,Th,Fr,1.91
2023,We,Ju,29.16
2023,Th,Fr,7.97
2023,Tu,Fr,12.44
2023,Fr,So,13.0
2023,We,Ju,30.11
2023,Su,Fr,15.86
2023,Tu,Ju,1.93
2023,Tu,Se,0.56
2023,Fr,Fr,13.46
2023,We,Fr,9.59
2023,Su,Se,26.92
2023,Fr,Fr,17.31
2023,Th,Fr,12.47
2023,Th,So,9.55
2023,Mo,Fr,13.73
2023,Th,Fr,3.67
2023,Tu,Fr,14.99
2023,Tu,Fr,8.27
2023,Fr,Fr,8.58
2023,Th,Fr,12.81
2023,Tu,Fr,7.82
2023,Th,Fr,14.55
2023,Tu,Fr,15.7
2023,We,Fr,16.54
2023,Tu,Fr,1.12
2023,Fr,So,17.44
2023,Mo,Se,25.46
2023,Tu,Fr,11.01
2023,We,Fr,8.28
2023,Tu,Fr,5.08
2023,Tu,Fr,18.78
2023,Th,Fr,2.73
2023,Su,Ju,19.65
2023,Tu,Fr,10.33
2023,Th,Fr,3.52
2023,We,So,9.58
2023,Th,Fr,8.71
2023,Tu,Fr,5.5
2023,We,Fr,0.84
2023,Tu,Se,25.95
2023,We,Se,19.58
2023,Th,Fr,15.06
2023,Sa,Fr,4.78
2023,We,Fr,7.91
2023,Th,Fr,2.58
2023,We,Fr,6.24
2023,Fr,Fr,13.06
2023,Mo,Fr,14.48
