student_id,gender,college,level,Fall,Spring,Fall_Spring_Change
2021-224,F,STC,Ju,101.83,165.07,63.239999999999995
2021-225,F,STM,Ju,87.84,116.64,28.799999999999997
2021-226,F,STL,Ju,65.13,60.97,-4.159999999999997
2021-227,F,STB,Ju,64.59,65.23,0.6400000000000006
2021-228,F,STL,Ju,58.81,94.18,35.370000000000005
2021-229,F,STL,Ju,62.37,74.28,11.910000000000004
2021-230,F,STB,Ju,90.44,123.11,32.67
2021-231,F,STM,Ju,86.97,124.0,37.03
2021-232,F,STM,Ju,65.91,85.02,19.11
2021-233,F,STC,Ju,125.16,101.27,-23.89
2021-234,F,STM,Ju,106.75,165.31,58.56
2021-235,F,STC,Ju,54.91,60.02,5.1100000000000065
2021-236,F,STB,Ju,46.61,57.05,10.439999999999998
2021-237,F,STM,Ju,91.81,127.33,35.519999999999996
2021-238,F,STM,Ju,122.97,146.34,23.370000000000005
2021-239,F,STC,Ju,74.88,133.19,58.31
2021-240,F,STM,Ju,155.1,188.78,33.68000000000001
2021-241,F,STM,Ju,98.43,113.38,14.949999999999989
2021-242,F,STC,Ju,115.75,138.04,22.289999999999992
2021-243,F,STM,Ju,117.52,180.06,62.540000000000006
2021-244,F,STL,Ju,96.15,107.02,10.86999999999999
2021-245,F,STB,Ju,83.77,116.92,33.150000000000006
2021-246,F,STL,Ju,82.92,123.62,40.7
2021-247,F,STB,Ju,75.23,9.89,-65.34
2021-248,F,STC,Ju,40.02,59.75,19.729999999999997
2021-249,F,STL,Ju,50.47,54.29,3.8200000000000003
2021-250,F,STB,Ju,88.89,97.14,8.25
2021-251,F,STM,Ju,79.07,101.89,22.820000000000007
2021-252,F,STM,Ju,69.91,94.74,24.83
2021-253,F,STC,Ju,68.19,39.88,-28.309999999999995
2021-254,F,STL,Ju,40.92,91.53,50.61
2021-255,F,STL,Ju,33.83,55.48,21.65
2021-256,F,STM,Ju,98.74,177.25,78.51
2021-257,F,STM,Ju,58.3,83.42,25.120000000000005
2021-258,F,STM,Ju,120.79,168.69,47.89999999999999
2021-259,F,STL,Ju,34.2,62.5,28.299999999999997
2021-260,F,STL,Ju,72.92,46.05,-26.870000000000005
2021-261,F,STB,Ju,72.26,78.66,6.3999999999999915
2021-262,F,STL,Ju,63.93,59.65,-4.280000000000001
2021-263,F,STB,Ju,81.08,114.17,33.09
2021-264,F,STC,Ju,83.17,100.06,16.89
2021-265,F,STM,Ju,31.15,40.52,9.370000000000005
2021-266,F,STC,Ju,74.95,123.67,48.72
2021-267,F,STM,Ju,58.96,21.52,-37.44
2021-268,F,STC,Ju,65.8,106.26,40.46000000000001
2021-269,F,STL,Ju,97.33,127.51,30.180000000000007
2021-270,F,STM,Ju,73.56,96.04,22.480000000000004
2021-271,F,STB,Ju,86.64,70.31,-16.33
2021-272,F,STM,Ju,49.75,62.61,12.86
2021-273,F,STC,Ju,79.19,78.12,-1.0699999999999932
2021-274,F,STB,Ju,82.19,52.56,-29.629999999999995
2021-275,F,STL,Ju,43.29,62.28,18.990000000000002
2021-276,F,STL,Ju,146.88,186.55,39.670000000000016
2021-277,F,STL,Ju,77.97,88.14,10.170000000000002
2021-278,F,STC,Ju,90.68,77.13,-13.550000000000011
2021-279,F,STC,Ju,104.85,112.61,7.760000000000005
2021-280,F,STB,Ju,82.81,61.78,-21.03
2021-281,F,STC,Ju,68.37,72.76,4.390000000000001
2021-282,F,STC,Ju,76.84,88.9,12.060000000000002
2021-283,F,STC,Ju,75.56,90.72,15.159999999999997
2021-284,F,STB,Ju,104.91,153.89,48.97999999999999
2021-285,F,STL,Ju,83.17,117.73,34.56
2021-286,F,STL,Ju,62.62,72.55,9.93
2021-287,F,STM,Ju,77.15,122.71,45.55999999999999
2021-288,F,STM,Ju,88.32,137.62,49.30000000000001
2021-289,F,STC,Ju,57.45,69.99,12.539999999999992
2021-290,F,STB,Ju,69.64,24.07,-45.57
2021-291,F,STL,Ju,91.86,103.41,11.549999999999997
2021-292,F,STB,Ju,64.19,61.7,-2.489999999999995
2021-293,F,STL,Ju,98.9,72.54,-26.36
2021-294,F,STL,Ju,69.43,85.35,15.919999999999987
2021-295,F,STB,Ju,44.63,100.7,56.07
2021-296,F,STC,Ju,114.27,103.47,-10.799999999999997
2021-297,F,STL,Ju,61.76,69.19,7.43
2021-298,F,STL,Ju,58.97,43.85,-15.119999999999997
2021-299,F,STB,Ju,83.87,98.75,14.879999999999995
2021-300,F,STM,Ju,107.29,100.71,-6.5800000000000125
2021-301,F,STC,Ju,124.7,106.21,-18.49000000000001
2021-302,F,STM,Ju,63.12,91.79,28.67000000000001
2021-303,F,STL,Ju,108.61,168.58,59.97000000000001
2021-304,F,STM,Ju,119.72,175.58,55.860000000000014
2021-305,F,STB,Ju,86.31,113.2,26.89
2021-306,F,STM,Ju,88.91,106.78,17.870000000000005
2021-307,F,STB,Ju,100.61,124.97,24.36
2021-308,F,STM,Ju,71.74,155.52,83.78000000000002
2021-309,F,STC,Ju,63.82,68.21,4.3899999999999935
2021-310,F,STM,Ju,60.08,112.52,52.44
2021-311,F,STB,Ju,53.97,63.84,9.870000000000005
2021-312,F,STC,Ju,59.56,68.57,9.009999999999991
2021-313,F,STB,Ju,66.59,103.89,37.3
2021-314,F,STC,Ju,36.24,62.49,26.25
2021-315,F,STL,Ju,95.52,102.91,7.390000000000001
2021-316,F,STB,Ju,36.49,96.13,59.63999999999999
2021-317,F,STM,Ju,94.66,66.19,-28.47
2021-318,F,STM,Ju,50.77,29.61,-21.160000000000004
2021-319,F,STM,Ju,103.61,158.14,54.52999999999999
2021-320,F,STL,Ju,32.86,32.89,0.030000000000001137
2021-321,F,STC,Ju,8.6,72.83,64.23
2021-322,F,STB,Ju,81.56,118.81,37.25
2021-323,F,STM,Ju,93.34,129.89,36.54999999999998
2021-324,F,STM,Ju,62.6,93.9,31.300000000000004
2021-325,F,STM,Ju,54.29,76.78,22.490000000000002
2021-326,F,STC,Ju,114.25,134.31,20.060000000000002
2021-327,F,STC,Ju,51.58,12.87,-38.71
2021-328,F,STL,Ju,103.8,147.05,43.250000000000014
2021-329,F,STM,Ju,83.01,118.49,35.47999999999999
2021-330,F,STL,Ju,111.12,175.57,64.44999999999999
2021-331,F,STC,Ju,55.6,37.63,-17.97
2021-332,F,STL,Ju,83.02,114.45,31.430000000000007
2021-333,F,STC,Ju,31.3,21.05,-10.25
2021-334,F,STM,Ju,71.99,55.41,-16.58
2021-335,F,STM,Ju,81.87,135.73,53.859999999999985
2021-336,F,STC,Ju,56.99,64.57,7.579999999999991
2021-337,F,STB,Ju,88.86,131.62,42.760000000000005
2021-338,F,STM,Ju,107.8,110.35,2.549999999999997
2021-339,F,STL,Ju,107.61,176.46,68.85000000000001
2021-340,F,STC,Ju,43.0,95.94,52.94
2021-341,F,STL,Ju,130.88,132.21,1.3300000000000125
2021-342,F,STL,Ju,75.34,95.01,19.67
2021-343,F,STC,Ju,109.99,141.5,31.510000000000005
2021-344,F,STM,Ju,39.18,30.06,-9.120000000000001
2021-345,F,STM,Ju,74.43,62.06,-12.370000000000005
2021-346,F,STB,Ju,54.78,71.61,16.83
2021-347,F,STL,Ju,102.34,137.12,34.78
2021-348,F,STL,Ju,115.88,127.19,11.310000000000002
2021-349,F,STM,Ju,113.46,127.54,14.080000000000013
2021-350,F,STB,Ju,66.24,88.99,22.75
2021-351,F,STL,Ju,51.07,144.35,93.28
2021-352,F,STM,Ju,75.5,75.63,0.12999999999999545
2021-353,F,STC,Ju,97.96,151.44,53.480000000000004
2021-354,F,STB,Ju,61.59,42.31,-19.28
2021-355,F,STC,Ju,96.18,55.68,-40.50000000000001
2021-356,F,STM,Ju,66.99,52.79,-14.199999999999996
2021-357,F,STL,Ju,102.04,119.15,17.11
2021-358,F,STC,Ju,109.15,95.66,-13.490000000000009
2021-359,F,STC,Ju,134.66,129.6,-5.060000000000002
2021-360,F,STB,Ju,68.38,83.72,15.340000000000003
2021-361,F,STM,Ju,89.73,111.74,22.00999999999999
2021-362,F,STL,Ju,78.0,142.22,64.22
2021-363,F,STC,Ju,67.09,105.17,38.08
2021-364,F,STC,Ju,71.23,79.19,7.959999999999994
2021-365,F,STC,Ju,100.55,134.2,33.64999999999999
2021-366,F,STB,Ju,83.94,133.96,50.02000000000001
2021-367,F,STM,Ju,56.25,94.86,38.61
2021-368,F,STL,Ju,80.57,83.16,2.5900000000000034
2021-369,F,STM,Ju,48.9,85.38,36.48
2021-370,F,STL,Ju,66.48,106.56,40.08
2021-371,F,STL,Ju,76.1,158.2,82.1
2021-372,F,STL,Ju,86.57,112.67,26.10000000000001
2021-373,F,STC,Ju,53.88,55.28,1.3999999999999986
2021-374,F,STC,Ju,41.27,50.15,8.879999999999995
2021-375,F,STM,Ju,104.1,126.68,22.580000000000013
2021-376,F,STM,Ju,85.96,125.3,39.34
2021-377,F,STC,Ju,50.39,62.13,11.740000000000002
2021-378,F,STC,Ju,74.16,81.79,7.63000000000001
2021-379,F,STB,Ju,48.63,26.36,-22.270000000000003
2021-380,F,STL,Ju,76.73,121.14,44.41
2021-381,F,STM,Ju,105.82,148.01,42.19
2021-382,F,STM,Ju,57.92,79.65,21.730000000000004
2021-383,F,STB,Ju,98.08,126.44,28.36
2021-384,F,STC,Ju,81.53,80.36,-1.1700000000000017
2021-385,F,STC,Ju,79.83,112.96,33.129999999999995
2021-386,F,STB,Ju,93.67,104.7,11.030000000000001
2021-387,F,STB,Ju,130.73,159.15,28.420000000000016
2021-388,F,STC,Ju,83.14,91.19,8.049999999999997
2021-389,F,STC,Ju,140.06,137.74,-2.319999999999993
2021-390,F,STB,Ju,70.54,53.42,-17.120000000000005
2021-391,F,STB,Ju,49.57,66.01,16.440000000000005
2021-392,F,STL,Ju,45.48,63.26,17.78
2021-393,F,STM,Ju,94.22,135.36,41.140000000000015
2021-394,F,STM,Ju,105.3,111.12,5.820000000000007
2021-395,F,STB,Ju,125.26,129.2,3.9399999999999835
2021-396,F,STM,Ju,50.39,57.41,7.019999999999996
2021-397,F,STC,Ju,83.15,105.22,22.069999999999993
2021-398,F,STL,Ju,68.79,100.05,31.25999999999999
2021-399,F,STC,Ju,70.81,79.16,8.349999999999994
2021-400,F,STB,Ju,51.18,24.71,-26.47
2021-401,F,STC,Ju,103.22,113.91,10.689999999999998
2021-402,F,STB,Ju,103.47,106.45,2.980000000000004
2021-403,F,STM,Ju,116.96,164.7,47.739999999999995
2021-404,F,STC,Ju,81.89,105.01,23.120000000000005
2021-405,F,STM,Ju,63.41,65.92,2.510000000000005
2021-406,F,STB,Ju,46.5,123.68,77.18
2021-407,F,STB,Ju,78.05,107.26,29.210000000000008
2021-408,F,STB,Ju,74.01,119.71,45.69999999999999
2021-409,F,STM,Ju,101.48,108.04,6.560000000000002
2021-410,F,STL,Ju,117.25,188.23,70.97999999999999
2021-411,F,STL,Ju,98.12,71.9,-26.22
2021-412,F,STL,Ju,69.49,115.82,46.33
2021-413,F,STM,Ju,84.3,90.62,6.320000000000007
2021-414,F,STM,Ju,93.41,152.28,58.870000000000005
2021-415,F,STB,Ju,98.16,104.77,6.609999999999999
2021-416,F,STL,Ju,39.7,62.54,22.839999999999996
2021-417,F,STC,Ju,119.78,121.48,1.7000000000000028
2021-418,F,STB,Ju,110.08,113.36,3.280000000000001
2021-419,F,STL,Ju,76.3,60.46,-15.839999999999996
2021-420,F,STM,Ju,81.99,122.71,40.72
2021-421,F,STC,Ju,20.04,29.03,8.990000000000002
2021-422,F,STC,Ju,95.12,88.51,-6.609999999999999
2021-423,F,STB,Ju,83.92,75.98,-7.939999999999998
2021-424,F,STC,Ju,100.72,67.82,-32.900000000000006
2021-425,F,STL,Ju,60.96,46.47,-14.490000000000002
2021-426,F,STL,Ju,59.07,49.86,-9.21
2021-427,F,STM,Ju,69.18,124.81,55.629999999999995
2021-428,F,STB,Ju,76.75,128.2,51.44999999999999
2021-429,F,STM,Ju,80.76,78.81,-1.9500000000000028
2021-430,F,STM,Ju,70.66,39.68,-30.979999999999997
2021-431,F,STB,Ju,82.7,91.71,9.009999999999991
2021-432,F,STB,Ju,62.25,81.87,19.620000000000005
2021-433,F,STM,Ju,102.04,158.55,56.510000000000005
2021-434,F,STL,Ju,82.78,92.78,10.0
2021-435,F,STB,Ju,76.14,97.97,21.83
2021-436,F,STB,Ju,87.11,117.19,30.08
2021-437,F,STL,Ju,116.85,133.3,16.450000000000017
2021-438,F,STM,Ju,100.21,140.62,40.41000000000001
2021-439,F,STL,Ju,60.79,136.69,75.9
2021-440,F,STL,Ju,62.01,63.1,1.0900000000000034
2021-441,F,STM,Ju,87.54,93.26,5.719999999999999
2021-442,F,STB,Ju,122.21,160.73,38.519999999999996
2021-443,F,STB,Ju,76.34,103.77,27.429999999999993
2021-444,F,STC,Ju,62.47,71.97,9.5
2021-445,F,STB,Ju,25.39,88.45,63.06
2021-446,F,STL,Ju,78.92,91.69,12.769999999999996
2021-447,F,STB,Ju,53.45,75.95,22.5
2021-448,F,STM,Ju,97.35,108.15,10.800000000000011
2021-449,F,STL,Ju,87.02,131.6,44.58
2021-450,F,STM,Ju,80.48,115.27,34.78999999999999
2021-451,F,STM,Ju,76.18,66.24,-9.940000000000012
2021-452,F,STC,Ju,64.15,41.25,-22.900000000000006
2021-453,F,STM,Ju,58.47,13.6,-44.87
2021-454,F,STM,Ju,84.16,123.62,39.46000000000001
2021-455,F,STM,Ju,85.68,108.14,22.459999999999994
2021-456,F,STL,Ju,62.41,84.15,21.74000000000001
2021-457,F,STB,Ju,75.71,92.49,16.78
2021-458,F,STB,Ju,74.4,78.36,3.9599999999999937
2021-459,F,STC,Ju,58.24,83.68,25.440000000000005
2021-460,F,STM,Ju,63.1,96.63,33.529999999999994
2021-461,F,STB,Ju,97.62,136.19,38.56999999999999
2021-462,F,STL,Ju,83.06,110.11,27.049999999999997
2021-463,F,STB,Ju,124.21,72.57,-51.64
2021-464,F,STB,Ju,103.8,93.05,-10.75
2021-465,F,STM,Ju,94.62,146.44,51.81999999999999
2021-466,F,STM,Ju,73.48,101.05,27.569999999999993
2021-467,F,STB,Ju,108.88,128.45,19.569999999999993
2021-468,F,STM,Ju,83.59,156.41,72.82
2021-469,F,STC,Ju,97.63,134.8,37.170000000000016
2021-470,F,STB,Ju,118.47,118.64,0.1700000000000017
2021-471,F,STB,Ju,31.24,58.75,27.51
2021-472,F,STC,Ju,67.49,62.08,-5.409999999999997
2021-473,F,STC,Ju,63.51,12.49,-51.019999999999996
2021-474,F,STB,Ju,83.0,116.65,33.650000000000006
2021-475,F,STM,Ju,107.48,144.1,36.61999999999999
2021-476,F,STB,Ju,78.8,62.52,-16.279999999999994
2021-477,F,STL,Ju,110.21,149.12,38.91000000000001
2021-478,F,STM,Ju,102.4,114.62,12.219999999999999
2021-479,F,STL,Ju,82.66,52.59,-30.069999999999993
2021-480,F,STC,Ju,63.95,81.62,17.67
2021-481,F,STB,Ju,60.62,62.08,1.4600000000000009
2021-482,F,STM,Ju,67.55,122.96,55.41
2021-483,F,STC,Ju,115.83,104.95,-10.879999999999995
2021-484,F,STB,Ju,53.16,124.27,71.11
2021-485,F,STC,Ju,75.05,78.15,3.1000000000000085
2021-486,F,STL,Ju,85.15,70.15,-15.0
2021-487,F,STL,Ju,99.59,135.24,35.650000000000006
2021-488,F,STB,Ju,77.52,52.94,-24.58
2021-489,F,STL,Ju,117.23,102.33,-14.900000000000006
2021-490,F,STM,Ju,118.04,130.85,12.809999999999988
2021-491,F,STB,Ju,58.88,59.92,1.0399999999999991
2021-492,F,STM,Ju,129.07,154.45,25.379999999999995
2021-493,F,STC,Ju,18.61,-10.44,-29.049999999999997
2021-494,F,STL,Ju,95.44,93.79,-1.6499999999999915
2021-495,F,STM,Ju,97.54,114.67,17.129999999999995
2021-496,F,STM,Ju,63.94,97.05,33.11
2021-497,F,STM,Ju,60.0,91.41,31.409999999999997
2021-498,F,STL,Ju,35.73,7.81,-27.919999999999998
2021-499,F,STM,Ju,95.26,103.79,8.530000000000001
2021-500,F,STC,Ju,39.13,83.15,44.02
2021-501,F,STL,Ju,59.72,103.31,43.59
2021-502,F,STL,Ju,23.55,39.53,15.98
2021-503,F,STM,Ju,56.58,69.31,12.730000000000004
2021-504,F,STB,Ju,30.29,45.12,14.829999999999998
2021-505,F,STB,Ju,91.19,84.15,-7.039999999999992
2021-506,F,STL,Ju,110.55,130.52,19.970000000000013
2021-507,F,STC,Ju,105.37,144.98,39.609999999999985
2021-508,F,STB,Ju,59.28,52.43,-6.850000000000001
2021-509,F,STB,Ju,64.85,98.73,33.88000000000001
2021-510,F,STC,Ju,52.07,86.54,34.470000000000006
2021-511,F,STL,Ju,108.2,100.0,-8.200000000000003
2021-512,F,STB,Ju,78.67,49.26,-29.410000000000004
2021-513,F,STB,Ju,78.13,83.0,4.8700000000000045
2021-514,F,STL,Ju,64.28,71.46,7.179999999999993
2021-515,F,STB,Ju,74.34,81.48,7.140000000000001
2021-516,F,STL,Ju,89.22,85.77,-3.450000000000003
2021-517,F,STC,Ju,35.99,7.91,-28.080000000000002
2021-518,F,STM,Ju,65.38,134.01,68.63
2021-519,F,STL,Ju,67.79,92.77,24.97999999999999
2021-520,F,STM,Ju,20.46,42.84,22.380000000000003
2021-521,F,STB,Ju,60.96,92.62,31.660000000000004
2021-522,F,STB,Ju,64.73,78.71,13.97999999999999
2021-523,F,STM,Ju,79.95,119.88,39.92999999999999
2021-524,F,STM,Ju,112.72,117.98,5.260000000000005
2021-525,F,STM,Ju,57.41,85.85,28.439999999999998
2021-526,F,STC,Ju,101.52,119.67,18.150000000000006
2021-527,F,STC,Ju,100.44,97.33,-3.1099999999999994
2021-528,F,STB,Ju,96.83,111.53,14.700000000000003
2021-529,F,STB,Ju,75.25,98.98,23.730000000000004
2021-530,F,STB,Ju,81.23,137.56,56.33
2021-531,F,STM,Ju,121.52,67.16,-54.36
2021-532,F,STM,Ju,112.85,101.25,-11.599999999999994
2021-533,F,STC,Ju,90.32,116.76,26.440000000000012
2021-534,F,STM,Ju,57.97,60.84,2.8700000000000045
2021-535,F,STB,Ju,86.63,73.93,-12.699999999999989
2021-536,F,STL,Ju,87.38,103.85,16.47
2021-537,F,STC,Ju,49.2,35.25,-13.950000000000003
2021-538,F,STB,Ju,41.74,55.95,14.21
2021-539,F,STM,Ju,77.93,73.86,-4.070000000000007
2021-540,F,STC,Ju,138.93,184.55,45.620000000000005
2021-541,F,STL,Ju,72.95,78.24,5.289999999999992
2021-542,F,STB,Ju,52.35,53.98,1.6299999999999955
2021-543,F,STC,Ju,50.99,67.9,16.910000000000004
2021-544,F,STB,Ju,32.03,86.63,54.599999999999994
2021-545,F,STB,Ju,59.79,66.73,6.940000000000005
2021-546,F,STM,Ju,86.36,100.7,14.340000000000003
2021-547,F,STM,Ju,99.11,56.38,-42.73
2021-548,F,STB,Ju,116.18,165.31,49.129999999999995
2021-549,F,STC,Ju,104.51,143.23,38.719999999999985
2021-550,F,STL,Ju,119.48,130.87,11.39
2021-551,F,STC,Ju,68.05,56.67,-11.379999999999995
2021-552,F,STM,Ju,44.28,67.79,23.510000000000005
2021-553,F,STC,Ju,52.68,27.94,-24.74
2021-554,F,STM,Ju,57.3,147.49,90.19000000000001
2021-555,F,STC,Ju,48.97,71.51,22.540000000000006
2021-556,F,STB,Ju,77.96,109.11,31.150000000000006
2021-557,F,STL,Ju,10.22,40.9,30.68
2021-558,F,STC,Ju,113.14,157.58,44.44000000000001
2021-559,F,STC,Ju,47.34,87.94,40.599999999999994
2021-560,F,STC,Ju,85.14,107.5,22.36
2021-561,F,STC,Ju,135.22,135.91,0.6899999999999977
2021-562,F,STB,Ju,82.35,99.7,17.35000000000001
2021-563,F,STM,Ju,71.33,162.81,91.48
2021-564,F,STM,Ju,69.56,84.81,15.25
2021-565,F,STL,Ju,112.48,158.97,46.489999999999995
2021-566,F,STM,Ju,75.57,85.07,9.5
2021-567,F,STL,Ju,95.7,126.15,30.450000000000003
2021-568,F,STB,Ju,87.64,125.6,37.959999999999994
2021-569,F,STM,Ju,101.64,96.27,-5.3700000000000045
2021-570,F,STB,Ju,52.87,28.55,-24.319999999999997
2021-571,F,STM,Ju,105.05,143.36,38.31000000000002
2021-572,F,STC,Ju,70.55,88.4,17.85000000000001
2021-573,F,STB,Ju,57.11,106.12,49.010000000000005
2021-574,F,STM,Ju,91.77,144.02,52.250000000000014
2021-575,F,STL,Ju,56.54,87.06,30.520000000000003
2021-576,F,STL,Ju,93.02,125.81,32.790000000000006
2021-577,F,STM,Ju,87.44,118.32,30.879999999999995
2021-578,F,STM,Ju,83.0,92.24,9.239999999999995
2021-579,F,STB,Ju,54.98,60.07,5.090000000000003
2021-580,F,STB,Ju,119.7,133.22,13.519999999999996
2021-581,F,STB,Ju,107.8,111.38,3.5799999999999983
2021-582,F,STB,Ju,39.91,26.75,-13.159999999999997
2021-583,F,STM,Ju,81.57,22.51,-59.05999999999999
2021-584,F,STC,Ju,65.2,56.7,-8.5
2021-585,F,STB,Ju,74.61,127.73,53.120000000000005
2021-586,F,STC,Ju,52.95,93.5,40.55
2021-587,F,STC,Ju,90.43,97.91,7.47999999999999
2021-588,F,STM,Ju,89.39,103.8,14.409999999999997
2021-589,F,STM,Ju,79.52,94.64,15.120000000000005
2021-590,F,STB,Ju,47.02,-7.47,-54.49
2021-591,F,STC,Ju,76.62,71.68,-4.939999999999998
2021-592,F,STC,Ju,78.18,68.84,-9.340000000000003
2021-593,F,STC,Ju,109.23,127.15,17.92
2021-594,F,STC,Ju,92.76,101.06,8.299999999999997
2021-595,F,STC,Ju,65.68,47.43,-18.250000000000007
2021-596,F,STL,Ju,124.34,121.0,-3.3400000000000034
2021-597,F,STC,Ju,94.01,80.95,-13.060000000000002
2021-598,F,STB,Ju,100.64,112.34,11.700000000000003
2021-599,F,STC,Ju,124.2,140.5,16.299999999999997
2021-600,F,STC,Ju,83.35,82.55,-0.7999999999999972
2021-601,F,STC,Ju,118.43,97.59,-20.840000000000003
2021-602,F,STL,Ju,55.66,82.08,26.42
2021-603,F,STM,Ju,59.01,101.26,42.25000000000001
2021-604,F,STC,Ju,57.11,66.01,8.900000000000006
2021-605,F,STC,Ju,93.43,94.27,0.8399999999999892
2021-606,F,STM,Ju,70.47,94.47,24.0
2021-607,F,STM,Ju,35.72,49.06,13.340000000000003
2021-608,F,STM,Ju,67.35,95.74,28.39
2021-609,F,STC,Ju,76.08,101.36,25.28
2021-610,F,STM,Ju,61.23,104.47,43.24
2021-611,F,STM,Ju,88.27,96.06,7.790000000000006
2021-612,F,STL,Ju,50.97,51.13,0.1600000000000037
2021-613,F,STB,Ju,72.52,96.52,24.0
2021-614,F,STB,Ju,62.96,51.84,-11.119999999999997
2021-615,F,STM,Ju,71.11,80.94,9.829999999999998
2021-616,F,STL,Ju,112.97,135.17,22.19999999999999
2021-617,F,STM,Ju,80.55,127.09,46.540000000000006
2021-618,F,STL,Ju,46.81,58.32,11.509999999999998
2021-619,F,STL,Ju,56.38,80.65,24.270000000000003
2021-620,F,STB,Ju,97.13,86.04,-11.08999999999999
2021-621,F,STL,Ju,71.77,139.05,67.28000000000002
2021-622,F,STM,Ju,76.65,62.82,-13.830000000000005
2021-623,F,STM,Ju,111.67,126.3,14.629999999999995
2021-624,F,STB,Ju,122.19,153.5,31.310000000000002
2021-625,F,STM,Ju,84.35,112.58,28.230000000000004
2021-626,F,STC,Ju,104.29,93.69,-10.600000000000009
2021-627,F,STC,Ju,64.99,109.74,44.75
2021-628,F,STM,Ju,106.93,149.97,43.03999999999999
2021-629,F,STL,Ju,90.54,59.59,-30.950000000000003
2021-630,F,STB,Ju,68.08,72.77,4.689999999999998
2021-631,F,STM,Ju,89.86,151.23,61.36999999999999
2021-632,F,STC,Ju,60.09,45.64,-14.450000000000003
2021-633,F,STC,Ju,94.95,102.73,7.780000000000001
2021-634,F,STB,Ju,88.78,138.36,49.58000000000001
2021-635,F,STB,Ju,99.69,126.73,27.040000000000006
2021-636,F,STB,Ju,52.32,49.61,-2.710000000000001
2021-637,F,STM,Ju,65.11,101.89,36.78
2021-638,F,STB,Ju,118.26,161.49,43.230000000000004
2021-639,F,STB,Ju,95.34,131.5,36.16
2021-640,F,STC,Ju,87.95,101.24,13.289999999999992
2021-641,F,STC,Ju,53.87,55.18,1.3100000000000023
2021-642,F,STB,Ju,114.11,115.11,1.0
2021-643,F,STC,Ju,86.83,92.18,5.3500000000000085
2021-644,F,STM,Ju,80.61,148.21,67.60000000000001
2021-645,F,STL,Ju,39.61,75.77,36.16
2021-646,F,STB,Ju,114.23,154.28,40.05
2021-647,F,STB,Ju,95.87,63.3,-32.57000000000001
2021-648,F,STB,Ju,48.64,34.09,-14.549999999999997
2021-649,F,STC,Ju,61.35,79.87,18.520000000000003
2021-650,F,STB,Ju,104.1,84.37,-19.72999999999999
2021-651,F,STC,Ju,98.0,108.23,10.230000000000004
2021-652,F,STB,Ju,83.0,157.14,74.13999999999999
2021-653,F,STC,Ju,85.6,119.03,33.43000000000001
2021-654,F,STM,Ju,113.83,162.2,48.36999999999999
2021-655,F,STM,Ju,69.73,111.69,41.959999999999994
2021-656,F,STB,Ju,110.59,92.84,-17.75
2021-657,F,STC,Ju,87.19,90.89,3.700000000000003
2021-658,F,STM,Ju,42.6,57.06,14.46
2021-659,F,STB,Ju,69.2,89.27,20.069999999999993
2021-660,F,STB,Ju,108.28,133.24,24.960000000000008
2021-661,F,STB,Ju,67.28,78.94,11.659999999999997
2021-662,F,STM,Ju,71.32,87.83,16.510000000000005
2021-663,F,STM,Ju,120.09,169.01,48.91999999999999
2021-664,F,STB,Ju,80.55,110.93,30.38000000000001
2021-665,F,STL,Ju,142.59,163.2,20.609999999999985
2021-666,F,STM,Ju,79.1,95.87,16.77000000000001
2021-667,F,STL,Ju,116.57,167.82,51.25
2021-668,F,STM,Ju,68.87,82.93,14.060000000000002
2021-669,F,STB,Ju,20.96,66.98,46.02
2021-670,F,STB,Ju,105.59,116.21,10.61999999999999
2021-671,F,STM,Ju,107.97,98.0,-9.969999999999999
2021-672,F,STC,Ju,71.81,56.07,-15.740000000000002
2021-673,F,STC,Ju,84.66,95.22,10.560000000000002
2021-674,F,STB,Ju,91.31,107.73,16.42
2021-675,F,STM,Ju,135.03,167.24,32.21000000000001
2021-676,F,STL,Ju,109.34,136.29,26.94999999999999
2021-677,F,STC,Ju,37.42,55.73,18.309999999999995
2021-678,F,STM,Ju,70.84,92.16,21.319999999999993
2021-679,F,STL,Ju,77.58,44.17,-33.41
2021-680,F,STB,Ju,84.4,97.39,12.989999999999995
2021-681,F,STL,Ju,71.08,128.52,57.44000000000001
2021-682,F,STC,Ju,78.9,82.04,3.1400000000000006
2021-683,F,STB,Ju,52.38,59.96,7.579999999999998
2021-684,F,STB,Ju,103.05,167.51,64.46
2021-685,F,STC,Ju,54.56,59.66,5.099999999999994
2021-686,F,STL,Ju,76.47,102.19,25.72
2021-687,F,STB,Ju,61.93,59.0,-2.9299999999999997
2021-688,F,STM,Ju,90.39,58.76,-31.630000000000003
2021-689,F,STM,Ju,93.27,122.35,29.08
2021-690,F,STL,Ju,99.49,135.27,35.780000000000015
2021-691,F,STM,Ju,91.56,79.67,-11.89
2021-692,F,STC,Ju,102.06,73.87,-28.189999999999998
2021-693,F,STC,Ju,134.17,177.15,42.98000000000002
2021-694,F,STM,Ju,66.85,83.54,16.690000000000012
2021-695,F,STB,Ju,60.13,68.04,7.910000000000004
2021-696,F,STB,Ju,65.11,65.18,0.07000000000000739
2021-697,F,STM,Ju,59.92,64.82,4.8999999999999915
2021-698,F,STM,Ju,62.77,73.97,11.199999999999996
2021-699,F,STL,Ju,70.88,82.74,11.86
2021-700,F,STB,Ju,63.29,76.92,13.630000000000003
