student_id,starting_year,season,score
2020-3061,2023,Fall,70
2020-3062,2023,Fall,57
2020-3063,2023,Fall,62
2020-3064,2023,Fall,88
2020-3065,2023,Fall,100
2020-3066,2023,Fall,78
2020-3067,2023,Fall,65
2020-3068,2023,Fall,74
2020-3069,2023,Fall,83
2020-3070,2023,Fall,78
2020-3071,2023,Fall,61
2020-3072,2023,Fall,65
2020-3073,2023,Fall,71
2020-3074,2023,Fall,63
2020-3075,2023,Fall,79
2020-3076,2023,Fall,61
2020-3077,2023,Fall,79
2020-3078,2023,Fall,79
2020-3079,2023,Fall,89
2020-3080,2023,Fall,67
2020-3081,2023,Fall,65
2020-3082,2023,Fall,74
2020-3083,2023,Fall,74
2020-3084,2023,Fall,80
2020-3085,2023,Fall,92
2020-3086,2023,Fall,60
2020-3087,2023,Fall,71
2020-3088,2023,Fall,75
2020-3089,2023,Fall,59
2020-3090,2023,Fall,78
2020-3091,2023,Fall,76
2020-3092,2023,Fall,59
2020-3093,2023,Fall,76
2020-3094,2023,Fall,68
2020-3095,2023,Fall,69
2020-3096,2023,Fall,80
2020-3097,2023,Fall,67
2020-3098,2023,Fall,71
2020-3099,2023,Fall,67
2020-3100,2023,Fall,52
2020-3101,2023,Fall,57
2020-3102,2023,Fall,70
2020-3103,2023,Fall,82
2020-3104,2023,Fall,54
2020-3105,2023,Fall,57
2020-3106,2023,Fall,73
2020-3107,2023,Fall,74
2020-3108,2023,Fall,84
2020-3109,2023,Fall,75
2020-3110,2023,Fall,80
2020-3111,2023,Fall,47
2020-3112,2023,Fall,78
2020-3113,2023,Fall,60
2020-3114,2023,Fall,57
2020-3115,2023,Fall,54
2020-3116,2023,Fall,69
2020-3117,2023,Fall,57
2020-3118,2023,Fall,78
2020-3119,2023,Fall,67
2020-3120,2023,Fall,75
2020-3121,2023,Fall,68
2020-3122,2023,Fall,67
2020-3123,2023,Fall,75
2020-3124,2023,Fall,52
2020-3125,2023,Fall,62
2020-3126,2023,Fall,74
2020-3127,2023,Fall,68
2020-3128,2023,Fall,94
2020-3129,2023,Fall,65
2020-3130,2023,Fall,75
2020-3131,2023,Fall,68
2020-3132,2023,Fall,71
2020-3133,2023,Fall,52
2020-3134,2023,Fall,62
2020-3135,2023,Fall,59
2020-3136,2023,Fall,87
2020-3137,2023,Fall,62
2020-3138,2023,Fall,80
2020-3139,2023,Fall,73
2020-3140,2023,Fall,67
2020-3141,2023,Fall,85
2020-3142,2023,Fall,60
2020-3143,2023,Fall,67
2020-3144,2023,Fall,62
2020-3145,2023,Fall,71
2020-3146,2023,Fall,68
2020-3147,2023,Fall,53
2020-3148,2023,Fall,76
2020-3149,2023,Fall,68
2020-3150,2023,Fall,75
2020-3151,2023,Fall,80
2020-3152,2023,Fall,59
2020-3153,2023,Fall,78
2020-3154,2023,Fall,65
2020-3155,2023,Fall,67
2020-3156,2023,Fall,84
2020-3157,2023,Fall,85
2020-3158,2023,Fall,81
2020-3159,2023,Fall,70
2020-3160,2023,Fall,62
2020-3161,2023,Fall,61
2020-3162,2023,Fall,72
2020-3163,2023,Fall,73
2020-3164,2023,Fall,59
2020-3165,2023,Fall,80
2020-3166,2023,Fall,79
2020-3167,2023,Fall,93
2020-3168,2023,Fall,84
2020-3169,2023,Fall,87
2020-3170,2023,Fall,56
2020-3171,2023,Fall,61
2020-3172,2023,Fall,65
2020-3173,2023,Fall,70
2020-3174,2023,Fall,73
2020-3175,2023,Fall,75
2020-3176,2023,Fall,62
2020-3177,2023,Fall,69
2020-3178,2023,Fall,60
2020-3179,2023,Fall,52
2020-3180,2023,Fall,67
2020-3181,2023,Fall,71
2020-3182,2023,Fall,59
2020-3183,2023,Fall,75
2020-3184,2023,Fall,66
2020-3185,2023,Fall,54
2020-3186,2023,Fall,65
2020-3187,2023,Fall,68
2020-3188,2023,Fall,58
2020-3189,2023,Fall,67
2020-3190,2023,Fall,73
2020-3191,2023,Fall,82
2020-3192,2023,Fall,80
2020-3193,2023,Fall,70
2020-3194,2023,Fall,71
2020-3195,2023,Fall,84
2020-3196,2023,Fall,78
2020-3197,2023,Fall,89
2020-3198,2023,Fall,75
2020-3199,2023,Fall,69
2020-3200,2023,Fall,65
2020-3201,2023,Fall,73
2020-3202,2023,Fall,69
2020-3203,2023,Fall,62
2020-3204,2023,Fall,66
2020-3205,2023,Fall,68
2020-3206,2023,Fall,91
2020-3207,2023,Fall,70
2020-3208,2023,Fall,81
2020-3209,2023,Fall,74
2020-3210,2023,Fall,92
2020-3211,2023,Fall,75
2020-3212,2023,Fall,66
2020-3213,2023,Fall,77
2020-3214,2023,Fall,78
2020-3215,2023,Fall,69
2020-3216,2023,Fall,65
2020-3217,2023,Fall,85
2020-3218,2023,Fall,65
2020-3219,2023,Fall,81
2020-3220,2023,Fall,63
2020-3221,2023,Fall,78
2020-3222,2023,Fall,76
2020-3223,2023,Fall,73
2020-3224,2023,Fall,53
2020-3225,2023,Fall,81
2020-3226,2023,Fall,73
2020-3227,2023,Fall,59
2020-3228,2023,Fall,75
2020-3229,2023,Fall,57
2020-3230,2023,Fall,57
2020-3231,2023,Fall,82
2020-3232,2023,Fall,73
2020-3233,2023,Fall,79
2020-3234,2023,Fall,70
2020-3235,2023,Fall,76
2020-3236,2023,Fall,66
2020-3237,2023,Fall,63
2020-3238,2023,Fall,55
2020-3239,2023,Fall,59
2020-3240,2023,Fall,76
2020-3241,2023,Fall,86
2020-3242,2023,Fall,83
2020-3243,2023,Fall,64
2020-3244,2023,Fall,55
2020-3245,2023,Fall,86
2020-3246,2023,Fall,75
2020-3247,2023,Fall,69
2020-3248,2023,Fall,60
2020-3249,2023,Fall,67
2020-3250,2023,Fall,76
2020-3251,2023,Fall,65
2020-3252,2023,Fall,79
2020-3253,2023,Fall,77
2020-3254,2023,Fall,89
2020-3255,2023,Fall,66
2020-3256,2023,Fall,69
2020-3257,2023,Fall,54
2020-3258,2023,Fall,66
2020-3259,2023,Fall,50
2020-3260,2023,Fall,80
2020-3261,2023,Fall,79
2020-3262,2023,Fall,64
2020-3263,2023,Fall,62
2020-3264,2023,Fall,57
2020-3265,2023,Fall,55
2020-3266,2023,Fall,67
2020-3267,2023,Fall,67
2020-3268,2023,Fall,75
2020-3269,2023,Fall,50
2020-3270,2023,Fall,56
2020-3271,2023,Fall,72
2020-3272,2023,Fall,65
2020-3273,2023,Fall,50
2020-3274,2023,Fall,57
2020-3275,2023,Fall,63
2020-3276,2023,Fall,67
2020-3277,2023,Fall,64
2020-3278,2023,Fall,77
2020-3279,2023,Fall,77
2020-3280,2023,Fall,84
2020-3281,2023,Fall,77
2020-3282,2023,Fall,46
2020-3283,2023,Fall,81
2020-3284,2023,Fall,72
2020-3285,2023,Fall,74
2020-3286,2023,Fall,69
2020-3287,2023,Fall,62
2020-3288,2023,Fall,71
2020-3289,2023,Fall,76
2021-1,2023,Fall,76
2021-2,2023,Fall,80
2021-3,2023,Fall,60
2021-4,2023,Fall,100
2021-5,2023,Fall,77
2021-6,2023,Fall,62
2021-7,2023,Fall,69
2021-8,2023,Fall,67
2021-9,2023,Fall,69
2021-10,2023,Fall,53
2021-11,2023,Fall,57
2021-12,2023,Fall,66
2021-13,2023,Fall,74
2021-14,2023,Fall,68
2021-15,2023,Fall,72
2021-16,2023,Fall,64
2021-17,2023,Fall,89
2021-18,2023,Fall,77
2021-19,2023,Fall,69
2021-20,2023,Fall,63
2021-21,2023,Fall,82
2021-22,2023,Fall,55
2021-23,2023,Fall,74
2021-24,2023,Fall,62
2021-25,2023,Fall,90
2021-26,2023,Fall,100
2021-27,2023,Fall,68
2021-28,2023,Fall,78
2021-29,2023,Fall,66
2021-30,2023,Fall,75
2021-31,2023,Fall,62
2021-32,2023,Fall,60
2021-33,2023,Fall,78
2021-34,2023,Fall,76
2021-35,2023,Fall,51
2021-36,2023,Fall,65
2021-37,2023,Fall,78
2021-38,2023,Fall,68
2021-39,2023,Fall,82
2021-40,2023,Fall,73
2021-41,2023,Fall,70
2021-42,2023,Fall,70
2021-43,2023,Fall,76
2021-44,2023,Fall,71
2021-45,2023,Fall,69
2021-46,2023,Fall,78
2021-47,2023,Fall,62
2021-48,2023,Fall,55
2021-49,2023,Fall,72
2021-50,2023,Fall,66
2021-51,2023,Fall,52
2021-52,2023,Fall,84
2021-53,2023,Fall,73
2021-54,2023,Fall,46
2021-55,2023,Fall,74
2021-56,2023,Fall,76
2021-57,2023,Fall,76
2021-58,2023,Fall,68
2021-59,2023,Fall,68
2021-60,2023,Fall,93
2021-61,2023,Fall,45
2021-62,2023,Fall,78
2021-63,2023,Fall,59
2021-64,2023,Fall,60
2021-65,2023,Fall,76
2021-66,2023,Fall,65
2021-67,2023,Fall,77
2021-68,2023,Fall,82
2021-69,2023,Fall,68
2021-70,2023,Fall,56
2021-71,2023,Fall,61
2021-72,2023,Fall,60
2021-73,2023,Fall,83
2021-74,2023,Fall,81
2021-75,2023,Fall,55
2021-76,2023,Fall,60
2021-77,2023,Fall,79
2021-78,2023,Fall,63
2021-79,2023,Fall,67
2021-80,2023,Fall,80
2021-81,2023,Fall,82
2021-82,2023,Fall,79
2021-83,2023,Fall,75
2021-84,2023,Fall,84
2021-85,2023,Fall,79
2021-86,2023,Fall,66
2021-87,2023,Fall,71
2021-88,2023,Fall,57
2021-89,2023,Fall,70
2021-90,2023,Fall,54
2021-91,2023,Fall,64
2021-92,2023,Fall,54
2021-93,2023,Fall,82
2021-94,2023,Fall,44
2021-95,2023,Fall,74
2021-96,2023,Fall,83
2021-97,2023,Fall,75
2021-98,2023,Fall,72
2021-99,2023,Fall,75
2021-100,2023,Fall,85
2021-101,2023,Fall,83
2021-102,2023,Fall,65
2021-103,2023,Fall,78
2021-104,2023,Fall,80
2021-105,2023,Fall,79
2021-106,2023,Fall,52
2021-107,2023,Fall,67
2021-108,2023,Fall,69
2021-109,2023,Fall,73
2021-110,2023,Fall,68
2021-111,2023,Fall,79
2021-112,2023,Fall,74
2021-113,2023,Fall,70
2021-114,2023,Fall,70
2021-115,2023,Fall,55
2021-116,2023,Fall,68
2021-117,2023,Fall,62
2021-118,2023,Fall,63
2021-119,2023,Fall,85
2021-120,2023,Fall,59
2021-121,2023,Fall,69
2021-122,2023,Fall,83
2021-123,2023,Fall,59
2021-124,2023,Fall,77
2021-125,2023,Fall,74
2021-126,2023,Fall,78
2021-127,2023,Fall,71
2021-128,2023,Fall,63
2021-129,2023,Fall,53
2021-130,2023,Fall,78
2021-131,2023,Fall,60
2021-132,2023,Fall,77
2021-133,2023,Fall,69
2021-134,2023,Fall,72
2021-135,2023,Fall,77
2021-136,2023,Fall,68
2021-137,2023,Fall,71
2021-138,2023,Fall,76
2021-139,2023,Fall,71
2021-140,2023,Fall,74
2021-141,2023,Fall,81
2021-142,2023,Fall,62
2021-143,2023,Fall,78
2021-144,2023,Fall,56
2021-145,2023,Fall,61
2021-146,2023,Fall,60
2021-147,2023,Fall,66
2021-148,2023,Fall,66
2021-149,2023,Fall,74
2021-150,2023,Fall,69
2021-151,2023,Fall,71
2021-152,2023,Fall,75
2021-153,2023,Fall,77
2021-154,2023,Fall,84
2021-155,2023,Fall,60
2021-156,2023,Fall,70
2021-157,2023,Fall,67
2021-158,2023,Fall,71
2021-159,2023,Fall,76
2021-160,2023,Fall,77
2021-161,2023,Fall,83
2021-162,2023,Fall,78
2021-163,2023,Fall,63
2021-164,2023,Fall,90
2021-165,2023,Fall,57
2021-166,2023,Fall,83
2021-167,2023,Fall,73
2021-168,2023,Fall,74
2021-169,2023,Fall,53
2021-170,2023,Fall,72
2021-171,2023,Fall,40
2021-172,2023,Fall,89
2021-173,2023,Fall,71
2021-174,2023,Fall,67
2021-175,2023,Fall,56
2021-176,2023,Fall,87
2021-177,2023,Fall,61
2021-178,2023,Fall,71
2021-179,2023,Fall,78
2021-180,2023,Fall,74
2021-181,2023,Fall,63
2021-182,2023,Fall,93
2021-183,2023,Fall,74
2021-184,2023,Fall,66
2021-185,2023,Fall,76
2021-186,2023,Fall,64
2021-187,2023,Fall,61
2021-188,2023,Fall,65
2021-189,2023,Fall,60
2021-190,2023,Fall,65
2021-191,2023,Fall,52
2021-192,2023,Fall,71
2021-193,2023,Fall,59
2021-194,2023,Fall,76
2021-195,2023,Fall,77
2021-196,2023,Fall,56
2021-197,2023,Fall,78
2021-198,2023,Fall,72
2021-199,2023,Fall,62
2021-200,2023,Fall,58
2021-201,2023,Fall,71
2021-202,2023,Fall,60
2021-203,2023,Fall,68
2021-204,2023,Fall,84
2021-205,2023,Fall,77
2021-206,2023,Fall,77
2021-207,2023,Fall,58
2021-208,2023,Fall,82
2021-209,2023,Fall,79
2021-210,2023,Fall,65
2021-211,2023,Fall,66
2021-212,2023,Fall,54
2021-213,2023,Fall,76
2021-214,2023,Fall,85
2021-215,2023,Fall,53
2021-216,2023,Fall,63
2021-217,2023,Fall,63
2021-218,2023,Fall,71
2021-219,2023,Fall,64
2021-220,2023,Fall,74
2021-221,2023,Fall,80
2021-222,2023,Fall,55
2021-223,2023,Fall,81
2021-224,2023,Fall,71
2021-225,2023,Fall,50
2021-226,2023,Fall,77
2021-227,2023,Fall,62
2021-228,2023,Fall,77
2021-229,2023,Fall,85
2021-230,2023,Fall,85
2021-231,2023,Fall,61
2021-232,2023,Fall,63
2021-233,2023,Fall,60
2021-234,2023,Fall,68
2021-235,2023,Fall,56
2021-236,2023,Fall,72
2021-237,2023,Fall,79
2021-238,2023,Fall,78
2021-239,2023,Fall,82
2021-240,2023,Fall,52
2021-241,2023,Fall,65
2021-242,2023,Fall,93
2021-243,2023,Fall,64
2021-244,2023,Fall,74
2021-245,2023,Fall,75
2021-246,2023,Fall,78
2021-247,2023,Fall,76
2021-248,2023,Fall,50
2021-249,2023,Fall,70
2021-250,2023,Fall,74
2021-251,2023,Fall,76
2021-252,2023,Fall,72
2021-253,2023,Fall,59
2021-254,2023,Fall,51
2021-255,2023,Fall,48
2021-256,2023,Fall,58
2021-257,2023,Fall,64
2021-258,2023,Fall,70
2021-259,2023,Fall,77
2021-260,2023,Fall,61
2021-261,2023,Fall,85
2021-262,2023,Fall,74
2021-263,2023,Fall,74
2021-264,2023,Fall,81
2021-265,2023,Fall,64
2021-266,2023,Fall,66
2021-267,2023,Fall,84
2021-268,2023,Fall,66
2021-269,2023,Fall,67
2021-270,2023,Fall,67
2021-271,2023,Fall,69
2021-272,2023,Fall,66
2021-273,2023,Fall,59
2021-274,2023,Fall,74
2021-275,2023,Fall,63
2021-276,2023,Fall,71
2021-277,2023,Fall,84
2021-278,2023,Fall,75
2021-279,2023,Fall,73
2021-280,2023,Fall,58
2021-281,2023,Fall,69
2021-282,2023,Fall,79
2021-283,2023,Fall,73
2021-284,2023,Fall,60
2021-285,2023,Fall,55
2021-286,2023,Fall,77
2021-287,2023,Fall,77
2021-288,2023,Fall,88
2021-289,2023,Fall,62
2021-290,2023,Fall,49
2021-291,2023,Fall,76
2021-292,2023,Fall,77
2021-293,2023,Fall,78
2021-294,2023,Fall,67
2021-295,2023,Fall,75
2021-296,2023,Fall,48
2021-297,2023,Fall,62
2021-298,2023,Fall,57
2021-299,2023,Fall,71
2021-300,2023,Fall,75
2021-301,2023,Fall,71
2021-302,2023,Fall,52
2021-303,2023,Fall,72
2021-304,2023,Fall,68
2021-305,2023,Fall,66
2021-306,2023,Fall,66
2021-307,2023,Fall,65
2021-308,2023,Fall,76
2021-309,2023,Fall,52
2021-310,2023,Fall,62
2021-311,2023,Fall,61
2021-312,2023,Fall,86
2021-313,2023,Fall,75
2021-314,2023,Fall,80
2021-315,2023,Fall,49
2021-316,2023,Fall,53
2021-317,2023,Fall,68
2021-318,2023,Fall,77
2021-319,2023,Fall,72
2021-320,2023,Fall,72
2021-321,2023,Fall,61
2021-322,2023,Fall,67
2021-323,2023,Fall,66
2021-324,2023,Fall,84
2021-325,2023,Fall,77
2021-326,2023,Fall,77
2021-327,2023,Fall,72
2021-328,2023,Fall,57
2021-329,2023,Fall,60
2021-330,2023,Fall,77
2021-331,2023,Fall,75
2021-332,2023,Fall,62
2021-333,2023,Fall,72
2021-334,2023,Fall,69
2021-335,2023,Fall,65
2021-336,2023,Fall,82
2021-337,2023,Fall,61
2021-338,2023,Fall,77
2021-339,2023,Fall,90
2021-340,2023,Fall,73
2021-341,2023,Fall,42
2021-342,2023,Fall,67
2021-343,2023,Fall,64
2021-344,2023,Fall,53
2021-345,2023,Fall,76
2021-346,2023,Fall,85
2021-347,2023,Fall,71
2021-348,2023,Fall,69
2021-349,2023,Fall,72
2021-350,2023,Fall,79
2021-351,2023,Fall,75
2021-352,2023,Fall,93
2021-353,2023,Fall,68
2021-354,2023,Fall,77
2021-355,2023,Fall,81
2021-356,2023,Fall,75
2021-357,2023,Fall,67
2021-358,2023,Fall,88
2021-359,2023,Fall,53
2021-360,2023,Fall,70
2021-361,2023,Fall,56
2021-362,2023,Fall,71
2021-363,2023,Fall,74
2021-364,2023,Fall,74
2021-365,2023,Fall,66
2021-366,2023,Fall,65
2021-367,2023,Fall,46
2021-368,2023,Fall,72
2021-369,2023,Fall,78
2021-370,2023,Fall,79
2021-371,2023,Fall,74
2021-372,2023,Fall,53
2021-373,2023,Fall,72
2021-374,2023,Fall,66
2021-375,2023,Fall,86
2021-376,2023,Fall,70
2021-377,2023,Fall,72
2021-378,2023,Fall,69
2021-379,2023,Fall,78
2021-380,2023,Fall,71
2021-381,2023,Fall,75
2021-382,2023,Fall,72
2021-383,2023,Fall,76
2021-384,2023,Fall,57
2021-385,2023,Fall,57
2021-386,2023,Fall,85
2021-387,2023,Fall,85
2021-388,2023,Fall,67
2021-389,2023,Fall,68
2021-390,2023,Fall,61
2021-391,2023,Fall,68
2021-392,2023,Fall,66
2021-393,2023,Fall,82
2021-394,2023,Fall,84
2021-395,2023,Fall,56
2021-396,2023,Fall,65
2021-397,2023,Fall,68
2021-398,2023,Fall,66
2021-399,2023,Fall,65
2021-400,2023,Fall,87
2021-401,2023,Fall,73
2021-402,2023,Fall,89
2021-403,2023,Fall,78
2021-404,2023,Fall,66
2021-405,2023,Fall,70
2021-406,2023,Fall,82
2021-407,2023,Fall,88
2021-408,2023,Fall,63
2021-409,2023,Fall,66
2021-410,2023,Fall,77
2021-411,2023,Fall,65
2021-412,2023,Fall,74
2021-413,2023,Fall,74
2021-414,2023,Fall,75
2021-415,2023,Fall,60
2021-416,2023,Fall,60
2021-417,2023,Fall,62
2021-418,2023,Fall,51
2021-419,2023,Fall,77
2021-420,2023,Fall,56
2021-421,2023,Fall,50
2021-422,2023,Fall,73
2021-423,2023,Fall,84
2021-424,2023,Fall,70
2021-425,2023,Fall,67
2021-426,2023,Fall,76
2021-427,2023,Fall,86
2021-428,2023,Fall,84
2021-429,2023,Fall,77
2021-430,2023,Fall,63
2021-431,2023,Fall,69
2021-432,2023,Fall,75
2021-433,2023,Fall,70
2021-434,2023,Fall,70
2021-435,2023,Fall,81
2021-436,2023,Fall,80
2021-437,2023,Fall,63
2021-438,2023,Fall,64
2021-439,2023,Fall,72
2021-440,2023,Fall,67
2021-441,2023,Fall,76
2021-442,2023,Fall,71
2021-443,2023,Fall,86
2021-444,2023,Fall,75
2021-445,2023,Fall,66
2021-446,2023,Fall,83
2021-447,2023,Fall,82
2021-448,2023,Fall,60
2021-449,2023,Fall,85
2021-450,2023,Fall,60
2021-451,2023,Fall,67
2021-452,2023,Fall,68
2021-453,2023,Fall,71
2021-454,2023,Fall,71
2021-455,2023,Fall,65
2021-456,2023,Fall,84
2021-457,2023,Fall,79
2021-458,2023,Fall,77
2021-459,2023,Fall,66
2021-460,2023,Fall,56
2021-461,2023,Fall,89
2021-462,2023,Fall,69
2021-463,2023,Fall,59
2021-464,2023,Fall,64
2021-465,2023,Fall,71
2021-466,2023,Fall,81
2021-467,2023,Fall,55
2021-468,2023,Fall,100
2021-469,2023,Fall,81
2021-470,2023,Fall,75
2021-471,2023,Fall,73
2021-472,2023,Fall,67
2021-473,2023,Fall,73
2021-474,2023,Fall,76
2021-475,2023,Fall,68
2021-476,2023,Fall,78
2021-477,2023,Fall,49
2021-478,2023,Fall,70
2021-479,2023,Fall,74
2021-480,2023,Fall,84
2021-481,2023,Fall,86
2021-482,2023,Fall,75
2021-483,2023,Fall,69
2021-484,2023,Fall,55
2021-485,2023,Fall,86
2021-486,2023,Fall,85
2021-487,2023,Fall,60
2021-488,2023,Fall,76
2021-489,2023,Fall,78
2021-490,2023,Fall,69
2021-491,2023,Fall,75
2021-492,2023,Fall,55
2021-493,2023,Fall,58
2021-494,2023,Fall,51
2021-495,2023,Fall,79
2021-496,2023,Fall,52
2021-497,2023,Fall,75
2021-498,2023,Fall,53
2021-499,2023,Fall,68
2021-500,2023,Fall,60
2021-501,2023,Fall,74
2021-502,2023,Fall,69
2021-503,2023,Fall,56
2021-504,2023,Fall,74
2021-505,2023,Fall,76
2021-506,2023,Fall,58
2021-507,2023,Fall,64
2021-508,2023,Fall,65
2021-509,2023,Fall,76
2021-510,2023,Fall,79
2021-511,2023,Fall,54
2021-512,2023,Fall,50
2021-513,2023,Fall,48
2021-514,2023,Fall,72
2021-515,2023,Fall,67
2021-516,2023,Fall,71
2021-517,2023,Fall,58
2021-518,2023,Fall,74
2021-519,2023,Fall,73
2021-520,2023,Fall,66
2021-521,2023,Fall,64
2021-522,2023,Fall,72
2021-523,2023,Fall,65
2021-524,2023,Fall,51
2021-525,2023,Fall,61
2021-526,2023,Fall,72
2021-527,2023,Fall,60
2021-528,2023,Fall,81
2021-529,2023,Fall,57
2021-530,2023,Fall,63
2021-531,2023,Fall,47
2021-532,2023,Fall,63
2021-533,2023,Fall,68
2021-534,2023,Fall,78
2021-535,2023,Fall,72
2021-536,2023,Fall,67
2021-537,2023,Fall,58
2021-538,2023,Fall,86
2021-539,2023,Fall,83
2021-540,2023,Fall,71
2021-541,2023,Fall,75
2021-542,2023,Fall,69
2021-543,2023,Fall,71
2021-544,2023,Fall,80
2021-545,2023,Fall,76
2021-546,2023,Fall,71
2021-547,2023,Fall,80
2021-548,2023,Fall,72
2021-549,2023,Fall,78
2021-550,2023,Fall,61
2021-551,2023,Fall,73
2021-552,2023,Fall,76
2021-553,2023,Fall,85
2021-554,2023,Fall,68
2021-555,2023,Fall,69
2021-556,2023,Fall,73
2021-557,2023,Fall,62
2021-558,2023,Fall,54
2021-559,2023,Fall,42
2021-560,2023,Fall,66
2021-561,2023,Fall,72
2021-562,2023,Fall,72
2021-563,2023,Fall,72
2021-564,2023,Fall,81
2021-565,2023,Fall,69
2021-566,2023,Fall,69
2021-567,2023,Fall,58
2021-568,2023,Fall,76
2021-569,2023,Fall,58
2021-570,2023,Fall,79
2021-571,2023,Fall,67
2021-572,2023,Fall,75
2021-573,2023,Fall,73
2021-574,2023,Fall,61
2021-575,2023,Fall,60
2021-576,2023,Fall,72
2021-577,2023,Fall,76
2021-578,2023,Fall,63
2021-579,2023,Fall,82
2021-580,2023,Fall,73
2021-581,2023,Fall,71
2021-582,2023,Fall,69
2021-583,2023,Fall,66
2021-584,2023,Fall,78
2021-585,2023,Fall,55
2021-586,2023,Fall,71
2021-587,2023,Fall,66
2021-588,2023,Fall,93
2021-589,2023,Fall,68
2021-590,2023,Fall,66
2021-591,2023,Fall,58
2021-592,2023,Fall,71
2021-593,2023,Fall,63
2021-594,2023,Fall,80
2021-595,2023,Fall,61
2021-596,2023,Fall,51
2021-597,2023,Fall,68
2021-598,2023,Fall,59
2021-599,2023,Fall,65
2021-600,2023,Fall,66
2021-601,2023,Fall,62
2021-602,2023,Fall,57
2021-603,2023,Fall,67
2021-604,2023,Fall,71
2021-605,2023,Fall,47
2021-606,2023,Fall,78
2021-607,2023,Fall,71
2021-608,2023,Fall,75
2021-609,2023,Fall,76
2021-610,2023,Fall,87
2021-611,2023,Fall,74
2021-612,2023,Fall,74
2021-613,2023,Fall,76
2021-614,2023,Fall,72
2021-615,2023,Fall,62
2021-616,2023,Fall,68
2021-617,2023,Fall,73
2021-618,2023,Fall,66
2021-619,2023,Fall,63
2021-620,2023,Fall,74
2021-621,2023,Fall,60
2021-622,2023,Fall,73
2021-623,2023,Fall,61
2021-624,2023,Fall,78
2021-625,2023,Fall,80
2021-626,2023,Fall,68
2021-627,2023,Fall,68
2021-628,2023,Fall,63
2021-629,2023,Fall,71
2021-630,2023,Fall,52
2021-631,2023,Fall,78
2021-632,2023,Fall,73
2021-633,2023,Fall,54
2021-634,2023,Fall,63
2021-635,2023,Fall,78
2021-636,2023,Fall,88
2021-637,2023,Fall,81
2021-638,2023,Fall,76
2021-639,2023,Fall,54
2021-640,2023,Fall,87
2021-641,2023,Fall,62
2021-642,2023,Fall,72
2021-643,2023,Fall,57
2021-644,2023,Fall,67
2021-645,2023,Fall,78
2021-646,2023,Fall,49
2021-647,2023,Fall,66
2021-648,2023,Fall,55
2021-649,2023,Fall,84
2021-650,2023,Fall,62
2021-651,2023,Fall,66
2021-652,2023,Fall,65
2021-653,2023,Fall,48
2021-654,2023,Fall,60
2021-655,2023,Fall,58
2021-656,2023,Fall,74
2021-657,2023,Fall,81
2021-658,2023,Fall,83
2021-659,2023,Fall,75
2021-660,2023,Fall,68
2021-661,2023,Fall,80
2021-662,2023,Fall,73
2021-663,2023,Fall,79
2021-664,2023,Fall,66
2021-665,2023,Fall,81
2021-666,2023,Fall,77
2021-667,2023,Fall,68
2021-668,2023,Fall,48
2021-669,2023,Fall,74
2021-670,2023,Fall,71
2021-671,2023,Fall,62
2021-672,2023,Fall,75
2021-673,2023,Fall,74
2021-674,2023,Fall,89
2021-675,2023,Fall,60
2021-676,2023,Fall,70
2021-677,2023,Fall,69
2021-678,2023,Fall,72
2021-679,2023,Fall,60
2021-680,2023,Fall,76
2021-681,2023,Fall,64
2021-682,2023,Fall,74
2021-683,2023,Fall,61
2021-684,2023,Fall,69
2021-685,2023,Fall,79
2021-686,2023,Fall,58
2021-687,2023,Fall,78
2021-688,2023,Fall,75
2021-689,2023,Fall,70
2021-690,2023,Fall,68
2021-691,2023,Fall,81
2021-692,2023,Fall,67
2021-693,2023,Fall,81
2021-694,2023,Fall,61
2021-695,2023,Fall,78
2021-696,2023,Fall,90
2021-697,2023,Fall,65
2021-698,2023,Fall,68
2021-699,2023,Fall,69
2021-700,2023,Fall,74
2021-701,2023,Fall,82
2021-702,2023,Fall,59
2021-703,2023,Fall,65
2021-704,2023,Fall,61
2021-705,2023,Fall,76
2021-706,2023,Fall,95
2021-707,2023,Fall,64
2021-708,2023,Fall,57
2021-709,2023,Fall,74
2021-710,2023,Fall,59
2021-711,2023,Fall,69
2021-712,2023,Fall,66
2021-713,2023,Fall,70
2021-714,2023,Fall,59
2021-715,2023,Fall,69
2021-716,2023,Fall,70
2021-717,2023,Fall,62
2021-718,2023,Fall,80
2021-719,2023,Fall,78
2021-720,2023,Fall,68
2021-721,2023,Fall,85
2021-722,2023,Fall,72
2021-723,2023,Fall,81
2021-724,2023,Fall,78
2021-725,2023,Fall,62
2021-726,2023,Fall,58
2021-727,2023,Fall,52
2021-728,2023,Fall,71
2021-729,2023,Fall,72
2021-730,2023,Fall,79
2021-731,2023,Fall,70
2021-732,2023,Fall,66
2021-733,2023,Fall,59
2021-734,2023,Fall,79
2021-735,2023,Fall,52
2021-736,2023,Fall,69
2021-737,2023,Fall,81
2021-738,2023,Fall,63
2021-739,2023,Fall,80
2021-740,2023,Fall,84
2021-741,2023,Fall,81
2021-742,2023,Fall,66
2021-743,2023,Fall,67
2021-744,2023,Fall,69
2021-745,2023,Fall,77
2021-746,2023,Fall,71
2021-747,2023,Fall,59
2021-748,2023,Fall,78
2021-749,2023,Fall,60
2021-750,2023,Fall,69
2021-751,2023,Fall,60
2021-752,2023,Fall,61
2021-753,2023,Fall,70
